gene,xen_celltype,set,meta_est,meta_padj,xen_logFC,xen_p,xen_logCPM,ctrl_med,scz_med,ctrl_mean,scz_mean,ctrl_pctpos,scz_pctpos,n_ctrl,n_scz,concord,raw_up
OSBPL1A,Vip,concordance,0.0615308638394142,0.0761605662142319,-0.0569060634254414,0.2789181769722689,13.16,10,9,10.97,9.84,98.0,97.0,13052,10807,False,False
VGF,Vip,concordance,-0.597449537306486,0.0331345982841679,-0.7747768761303597,0.0039010994864964,12.45,5,2,7.82,4.76,85.0,67.0,13052,10807,True,False
IRS2,Vip,concordance,0.13148353089305,0.0419701583729564,-0.0917023567853694,0.1573218919216446,11.41,3,3,3.34,2.94,89.0,86.0,13052,10807,False,False
TNK2,Vip,concordance,-0.0982903342149814,0.0120592342467077,0.0269633268838532,0.7688969926562739,11.87,4,4,4.27,4.13,91.0,91.0,13052,10807,False,False
SMAD1,Vip,concordance,0.170773269568708,0.0008608193494825,0.0293920772461574,0.6700370301070602,8.62,0,0,0.45,0.44,34.0,33.0,13052,10807,True,False
RERGL,VLMC,concordance,-0.642948859397535,0.0008412654576364,-0.5362353337516717,0.069502131831447,12.23,1,0,2.27,1.55,51.0,42.0,6264,7082,True,False
CNN3,VLMC,concordance,0.241494165846653,0.0612003011825728,0.0748549202274099,0.5636902005060277,12.51,1,1,2.29,2.45,65.0,65.0,6264,7082,True,True
MBP,Astrocyte,highexpr_up,-0.187690694423918,0.125104155722546,0.442013877112197,0.0033379183950717,12.12,2,3,3.28,4.4,79.0,83.0,71659,67822,False,True
C4A,Astrocyte,highexpr_up,,,0.9332875169381504,0.0314973791756614,11.63,1,1,1.91,4.56,58.0,67.0,71659,67822,True,True
YWHAH,Astrocyte,highexpr_up,-0.115766497799624,0.539687691292839,0.166383109350305,0.0336066904598464,11.66,2,2,2.73,3.0,71.0,74.0,71659,67822,False,True
PLEC,Astrocyte,highexpr_up,0.0059493227662379,0.975985964946121,0.246469663552742,0.0947961808073856,12.3,3,4,4.03,4.92,87.0,87.0,71659,67822,True,True
GFAP,Astrocyte,highexpr_up,-0.069941983990583,0.77272695502891,0.4821659759018414,0.1335561771633868,12.79,2,3,5.22,8.66,81.0,85.0,71659,67822,False,True
ENC1,Astrocyte,highexpr_up,-0.166718462892159,0.374557060844539,0.1202958384883818,0.2140039309236162,11.66,1,2,2.76,2.93,69.0,72.0,71659,67822,False,True
HIF3A,Astrocyte,highexpr_up,0.225136610912149,0.203594736649352,0.1772079545204231,0.32643893140575,12.56,4,4,5.03,5.55,80.0,79.0,71659,67822,True,True
AQP4,Astrocyte,highexpr_up,0.139734626580853,0.307924423592096,0.1128259517968295,0.3622878354675098,14.65,18,19,22.46,24.59,99.0,99.0,71659,67822,True,True
KIF5A,Astrocyte,highexpr_up,-0.0867131976142884,0.675782273185882,0.0949218404188639,0.3867644310961541,13.25,7,7,8.27,8.74,95.0,95.0,71659,67822,False,True
NEFL,Astrocyte,highexpr_up,-0.155020995376646,0.529315284093223,0.0954610441071766,0.4188690327291657,11.83,2,2,3.13,3.21,76.0,78.0,71659,67822,False,True
NORAD,Astrocyte,highexpr_up,0.0221116681210845,0.885188842982596,0.064346249639616,0.4867920527466841,11.97,3,3,3.56,3.51,85.0,85.0,71659,67822,True,False
MT-ND6,Astrocyte,highexpr_up,,,0.1162005046697469,0.5189639991800514,13.6,8,9,10.71,11.05,98.0,98.0,71659,67822,True,True
VIM,Astrocyte,highexpr_up,0.195745221882956,0.137357955372286,0.0904394553931469,0.5730473114372947,13.45,7,8,9.77,10.85,94.0,94.0,71659,67822,True,True
DKK3,Astrocyte,highexpr_up,0.0553756589335001,0.720741248533808,0.0452112532462344,0.5956606293620899,13.14,6,6,7.88,8.01,94.0,94.0,71659,67822,True,True
ADCYAP1R1,Astrocyte,highexpr_up,-0.0553325708348661,0.515530110156683,0.0246199338492827,0.7506733160055485,11.7,2,2,2.91,2.98,82.0,80.0,71659,67822,False,True
OGA,Astrocyte,highexpr_up,0.0904667128340727,0.479491899538927,0.0261769403612334,0.778979303942978,11.83,3,3,3.23,3.27,81.0,80.0,71659,67822,True,True
MTURN,Astrocyte,highexpr_up,-0.0400419778833661,0.711165852155779,0.0211617168483773,0.8383619772720242,12.13,3,3,3.97,3.85,89.0,88.0,71659,67822,False,False
MTRNR2L1,Astrocyte,highexpr_up,,,0.0171777118196933,0.895401755940298,16.66,81,82,88.69,90.62,100.0,100.0,71659,67822,True,True
MBP,Chandelier,highexpr_up,0.0203362644387942,0.946418042447399,0.5124818944734681,0.000925408816888204,11.99,2,3,3.11,3.95,80.0,84.0,5802,5296,True,True
TMSB10,Chandelier,highexpr_up,0.141306413359227,0.587163721737385,0.2932247497331165,0.0018357771705378,11.5,2,2,2.43,2.68,78.0,80.0,5802,5296,True,True
USP22,Chandelier,highexpr_up,0.0544317116368373,0.583636335966721,0.188874556558545,0.008501544004849,11.82,2,2,3.1,3.3,78.0,78.0,5802,5296,True,True
MTRNR2L1,Chandelier,highexpr_up,,,0.33032277894052,0.0487114160132287,16.14,51,60,57.57,68.92,100.0,100.0,5802,5296,True,True
ENC1,Chandelier,highexpr_up,-0.181026960113664,0.403144679659268,0.1431553448038669,0.0880765850211997,12.0,2,2,3.74,3.66,81.0,81.0,5802,5296,False,False
KIF1A,Chandelier,highexpr_up,-0.0004732185594268,0.997165673987707,0.0938302495592468,0.0952154127236391,13.07,6,6,7.79,7.61,96.0,96.0,5802,5296,False,False
MT-ND6,Chandelier,highexpr_up,,,0.2248618257244275,0.1349653855434896,13.85,11,11,13.59,13.35,99.0,99.0,5802,5296,True,False
KIF5A,Chandelier,highexpr_up,-0.008535326690391,0.960793918830333,0.0808001914673275,0.2315230479405775,14.08,13,13,15.72,15.31,100.0,99.0,5802,5296,False,False
MTRNR2L12,Chandelier,highexpr_up,,,0.1764855439114823,0.2788867178046071,15.6,36,39,42.32,45.1,100.0,100.0,5802,5296,True,True
TNK2,Chandelier,highexpr_up,-0.0774330680184814,0.448364437404745,0.0949822633878162,0.3035870433310478,11.63,2,2,2.82,2.77,78.0,78.0,5802,5296,False,False
ADCYAP1R1,Chandelier,highexpr_up,-0.0034204433098597,0.983269912958119,0.0711063165061625,0.3119748806178135,11.93,2,2,3.55,3.46,76.0,73.0,5802,5296,False,False
MT-ND1,Chandelier,highexpr_up,,,0.0898118411178598,0.4009999157930928,16.53,80,77,86.51,82.1,100.0,100.0,5802,5296,True,False
DKK3,Chandelier,highexpr_up,0.0698833192276013,0.659928165623599,0.0516628353328622,0.4120107136985644,13.12,5,5,8.05,7.63,91.0,91.0,5802,5296,True,False
PDXK,Chandelier,highexpr_up,0.0556563438594467,0.58946092242864,0.0468463382603718,0.4417008495771692,11.82,2,2,3.3,3.11,84.0,83.0,5802,5296,True,False
MT-ND5,Chandelier,highexpr_up,,,0.0745384071980835,0.4896371484098314,15.97,54,51,58.62,55.39,100.0,100.0,5802,5296,True,False
MT-ND4,Chandelier,highexpr_up,,,0.0669084700937124,0.539129123293655,16.27,66,63,72.66,68.0,100.0,100.0,5802,5296,True,False
NEFM,Chandelier,highexpr_up,-0.026914904122489,0.94164366705734,0.046990879573526,0.5731519549227111,11.99,3,3,3.74,3.56,85.0,85.0,5802,5296,False,False
MT-ND2,Chandelier,highexpr_up,,,0.0404301916787036,0.6852573638215249,16.4,72,69,79.82,74.7,100.0,100.0,5802,5296,True,False
SNPH,Chandelier,highexpr_up,0.0109992887174638,0.961477594557546,0.0346284637418639,0.6886172433317994,11.55,2,2,2.76,2.59,79.0,77.0,5802,5296,True,False
YWHAH,Chandelier,highexpr_up,0.107289327580356,0.79515293390034,0.0269708722261199,0.7033757583004299,13.43,7,6,10.33,9.66,96.0,95.0,5802,5296,True,False
MT-ATP8,Chandelier,highexpr_up,,,0.0389817083140979,0.7820077570035802,14.71,22,20,24.97,22.58,100.0,100.0,5802,5296,True,False
ZNF483,Chandelier,highexpr_up,-0.067558462927857,0.872146477911273,0.0204610725663509,0.8025521595444802,11.93,2,2,3.66,3.39,78.0,75.0,5802,5296,False,False
GABBR2,Chandelier,highexpr_up,-0.0662170034334744,0.307283459783559,0.0089721881903353,0.8898701314863092,12.15,3,3,4.23,3.88,81.0,79.0,5802,5296,False,False
OGA,Chandelier,highexpr_up,0.0426114691230067,0.603466535706095,0.0011834166687375,0.9874273389787016,12.55,3,3,5.48,5.11,85.0,82.0,5802,5296,True,False
MTURN,Chandelier,highexpr_up,0.0469503300336635,0.874341760402608,0.0004866843886496006,0.9957868311289356,12.77,5,5,6.8,5.95,96.0,94.0,5802,5296,True,False
YWHAH,Endothelial,highexpr_up,-0.0384490502592184,0.924034281080685,0.3677542500434577,0.000710627556786491,11.58,1,1,2.11,2.23,70.0,74.0,16687,19566,False,True
PDXK,Endothelial,highexpr_up,0.0021104345427596,0.998848330148662,0.3893356595326286,0.0015855540343676,11.72,1,2,1.86,2.54,73.0,79.0,16687,19566,True,True
MBP,Endothelial,highexpr_up,-0.0877811973514437,0.717544491468011,0.5199187676516317,0.0052161331351569,11.81,1,2,2.24,2.73,67.0,73.0,16687,19566,False,True
MT-ND6,Endothelial,highexpr_up,,,0.2693601062307006,0.033776684529987,13.39,6,6,7.06,7.16,96.0,97.0,16687,19566,True,True
KIF5A,Endothelial,highexpr_up,,,0.2831627043641556,0.0405577037499606,12.71,3,3,4.55,4.25,87.0,88.0,16687,19566,True,False
TMSB10,Endothelial,highexpr_up,0.0341292900517958,0.957269488852925,0.2593859552985193,0.0473277082437162,12.77,4,4,4.58,5.16,91.0,93.0,16687,19566,True,True
EPAS1,Endothelial,highexpr_up,-0.20025138347684,0.143338720736589,0.1744693113628177,0.1139419577604129,13.5,7,7,7.91,8.17,95.0,95.0,16687,19566,False,True
NORAD,Endothelial,highexpr_up,-0.0482491518790275,0.903437317539106,0.1026967790083504,0.2321344035635226,12.2,3,2,3.53,2.96,88.0,85.0,16687,19566,False,False
SLC2A1,Endothelial,highexpr_up,-0.149135917150728,0.428023375209028,0.1622241601916974,0.2895615197246686,13.1,4,4,5.51,6.88,85.0,85.0,16687,19566,False,True
FLT1,Endothelial,highexpr_up,-0.102082270150703,0.713763020647224,0.13854265787162,0.2934672226524923,13.01,4,4,5.5,5.96,88.0,86.0,16687,19566,False,True
GFAP,Endothelial,highexpr_up,,,0.3760015899338954,0.3229159550435728,12.54,1,1,2.56,3.18,66.0,68.0,16687,19566,True,True
CLDN5,Endothelial,highexpr_up,-0.0461572757982734,0.936187611436726,0.1727555510681612,0.3252467941206267,12.74,3,4,4.24,5.68,81.0,84.0,16687,19566,False,True
PECAM1,Endothelial,highexpr_up,0.0062403516607814,0.993354283749805,0.1126323487326448,0.4174008691378649,12.12,2,2,3.19,3.42,78.0,78.0,16687,19566,True,True
NPIPA1,Endothelial,highexpr_up,,,0.0616382812630087,0.5489106430555314,11.75,2,2,2.73,2.23,77.0,73.0,16687,19566,True,False
OGA,Endothelial,highexpr_up,0.0167657172135675,0.939646512763388,0.053219533838853,0.5557927006326294,11.51,2,1,2.19,1.82,77.0,73.0,16687,19566,True,False
CCNI,Endothelial,highexpr_up,0.10169651933518,0.402958458579776,0.0394968940823465,0.5829471971756062,12.76,4,4,5.39,4.27,94.0,92.0,16687,19566,True,False
APOLD1,Endothelial,highexpr_up,-0.0415176606765037,0.957478975419307,0.1193881761625433,0.6835991972566624,12.75,2,3,3.21,5.28,76.0,86.0,16687,19566,False,True
TXNIP,Endothelial,highexpr_up,-0.114813850057047,0.806945346502961,0.036310856407502,0.7715312391317344,11.79,1,1,2.36,2.28,54.0,56.0,16687,19566,False,False
MT-ND4L,Endothelial,highexpr_up,,,0.0410727533217805,0.8589265727771065,15.36,28,20,34.62,25.23,100.0,100.0,16687,19566,True,False
MT-ND1,Endothelial,highexpr_up,,,0.0246922058801413,0.8632783095836907,16.36,53,45,59.07,51.68,100.0,100.0,16687,19566,True,False
MT-ND5,Endothelial,highexpr_up,,,0.0169855270241424,0.8968769833148666,15.77,35,30,39.13,33.99,100.0,100.0,16687,19566,True,False
MTURN,Endothelial,highexpr_up,0.0508726922581924,0.939646512763388,0.0065506869280879,0.940932661090509,12.13,3,2,3.36,2.72,87.0,83.0,16687,19566,True,False
USP22,L2/3 IT,highexpr_up,0.0772604708494629,0.376394492245531,0.1756312286068679,0.012143566780584,11.64,3,3,3.67,3.92,87.0,88.0,63011,53884,True,True
MTRNR2L1,L2/3 IT,highexpr_up,,,0.2199542197710879,0.1243241309394094,15.72,55,60,61.22,68.4,100.0,100.0,63011,53884,True,True
NPTX1,L2/3 IT,highexpr_up,0.112941208714706,0.446862165587874,0.1306984214004695,0.1367530452027933,12.61,6,6,7.3,7.63,92.0,92.0,63011,53884,True,True
DKK3,L2/3 IT,highexpr_up,0.147539371513809,0.311256752407658,0.0948686172630121,0.1536437580421191,13.8,14,14,16.53,17.06,98.0,98.0,63011,53884,True,True
ATP2B4,L2/3 IT,highexpr_up,0.0409224195578595,0.689196353549518,0.1099473637038626,0.1560356222500168,12.8,7,7,8.34,8.58,94.0,93.0,63011,53884,True,True
TEF,L2/3 IT,highexpr_up,0.109327421821143,0.329082625085613,0.1060137122421204,0.1671601378172593,11.77,3,3,4.13,4.14,88.0,87.0,63011,53884,True,True
C14orf132,L2/3 IT,highexpr_up,0.0639498527280482,0.529854862889897,0.096024891149971,0.1690463849540912,12.06,4,4,5.19,5.05,92.0,90.0,63011,53884,True,False
MT-ND6,L2/3 IT,highexpr_up,,,0.1991590539355811,0.222895241946327,13.15,10,10,11.6,10.99,99.0,99.0,63011,53884,True,False
TMSB10,L2/3 IT,highexpr_up,0.0618553158387586,0.773877601837439,0.1074001827971335,0.2344410352690147,12.1,4,4,5.2,5.17,93.0,93.0,63011,53884,True,False
KIF1A,L2/3 IT,highexpr_up,-0.0089364522530099,0.912890326123332,0.0843524853928815,0.2395870824809174,13.02,8,8,10.16,9.97,98.0,98.0,63011,53884,False,False
CHST1,L2/3 IT,highexpr_up,0.0886837331644142,0.563883751479232,0.0874153079692618,0.2536454322066314,12.43,5,5,6.54,6.7,92.0,91.0,63011,53884,True,True
MTRNR2L12,L2/3 IT,highexpr_up,,,0.1247829696273978,0.3538684000555876,15.07,34,36,40.32,42.67,100.0,100.0,63011,53884,True,True
SV2A,L2/3 IT,highexpr_up,0.0545872633259374,0.755611363924498,0.0637563279968639,0.385916504333192,12.77,7,6,8.33,8.09,94.0,93.0,63011,53884,True,False
CYP46A1,L2/3 IT,highexpr_up,-0.0349926521023614,0.60620391251974,0.0765547948736012,0.4579727183046265,12.36,4,4,6.23,6.15,90.0,90.0,63011,53884,False,False
LAMP5,L2/3 IT,highexpr_up,0.0760856805059122,0.828816507094224,0.0503584183409553,0.6395850493566961,11.56,2,2,3.71,3.81,74.0,73.0,63011,53884,True,True
OGA,L2/3 IT,highexpr_up,0.0694038009501822,0.597189736373905,0.0267660945654136,0.6758172520852856,13.1,8,8,10.6,10.46,95.0,94.0,63011,53884,True,False
MT-ND5,L2/3 IT,highexpr_up,,,0.032919115543168,0.6879269157502035,15.61,59,55,63.06,58.28,100.0,100.0,63011,53884,True,False
MT-ND1,L2/3 IT,highexpr_up,,,0.0344506021676986,0.7266883942005316,16.04,81,74,85.68,79.22,100.0,100.0,63011,53884,True,False
MT-ND4,L2/3 IT,highexpr_up,,,0.0299026849650649,0.740769593150735,15.76,66,60,70.59,64.25,100.0,100.0,63011,53884,True,False
KIF5A,L2/3 IT,highexpr_up,0.0043945378744137,0.957478988609748,0.0153827876612862,0.836397907164703,13.79,15,15,17.64,16.5,100.0,100.0,63011,53884,True,False
ZNF483,L2/3 IT,highexpr_up,0.0448996332786163,0.791756298987405,0.009644417468907,0.8978187020702801,12.4,5,5,6.63,6.36,91.0,89.0,63011,53884,True,False
MT-ATP8,L2/3 IT,highexpr_up,,,0.0158512038257245,0.8978285621443842,14.29,23,21,25.75,23.11,100.0,100.0,63011,53884,True,False
HPCAL1,L2/3 IT,highexpr_up,0.12497576290307,0.42961416102133,0.0072684933881776,0.941547743220102,13.22,9,8,11.9,11.14,94.0,94.0,63011,53884,True,False
RASGRF2,L2/3 IT,highexpr_up,0.046384277522978,0.738947378673156,0.0039318692009802,0.95982788002987,13.65,12,11,15.74,14.75,98.0,97.0,63011,53884,True,False
MBP,L4 IT,highexpr_up,0.004504620522488,0.970922838898617,0.4078228290273837,0.0007100056459682134,12.62,5,6,5.91,6.81,96.0,97.0,18482,17241,True,True
MT-ND6,L4 IT,highexpr_up,,,0.4246633234920702,0.005871631178563,13.54,10,12,11.79,12.98,99.0,99.0,18482,17241,True,True
MTRNR2L1,L4 IT,highexpr_up,,,0.4068782198538978,0.0448222318815031,15.98,54,62,59.88,69.43,100.0,100.0,18482,17241,True,True
USP22,L4 IT,highexpr_up,0.0698971032150642,0.395517408203328,0.1187023255114455,0.0969988476283136,11.83,3,3,3.71,3.64,85.0,83.0,18482,17241,True,False
MT-ND1,L4 IT,highexpr_up,,,0.1927228440705553,0.1304550016314022,16.47,89,86,93.12,90.27,100.0,100.0,18482,17241,True,False
KIF5A,L4 IT,highexpr_up,0.0123730440022444,0.863648662863326,0.0981583601185752,0.1507527681310586,14.06,16,15,17.84,17.29,100.0,100.0,18482,17241,True,False
MT-ND5,L4 IT,highexpr_up,,,0.1610920648637724,0.2078338540413067,15.89,59,57,62.32,59.67,100.0,100.0,18482,17241,True,False
KIF1A,L4 IT,highexpr_up,0.0063568326669731,0.93837886901227,0.085220635654865,0.2275812253030324,13.08,8,7,9.1,8.64,97.0,98.0,18482,17241,True,False
MT-ND4,L4 IT,highexpr_up,,,0.148848121926944,0.2412477740370048,16.15,71,67,75.26,70.79,100.0,100.0,18482,17241,True,False
MT-ND2,L4 IT,highexpr_up,,,0.1478156400570371,0.2415994491018986,16.29,79,75,83.34,78.75,100.0,100.0,18482,17241,True,False
MTRNR2L12,L4 IT,highexpr_up,,,0.2475803864639939,0.2536965349522749,15.33,35,35,40.26,41.12,100.0,100.0,18482,17241,True,True
DKK3,L4 IT,highexpr_up,0.10177679439936,0.135703149599586,0.097692608238315,0.3288888338002015,12.54,4,4,5.85,5.82,90.0,90.0,18482,17241,True,False
CAMK2N1,L4 IT,highexpr_up,0.0889198997189733,0.403756566273217,0.0570579990939753,0.3907189814627007,14.63,21,17,27.01,24.72,100.0,100.0,18482,17241,True,False
PDXK,L4 IT,highexpr_up,0.0472866871108873,0.40605293805967,0.0740356122498655,0.391260235694433,11.53,2,2,3.12,2.91,85.0,84.0,18482,17241,True,False
MT-ATP8,L4 IT,highexpr_up,,,0.1236266862026487,0.4622828219707787,14.61,24,22,26.19,23.91,100.0,100.0,18482,17241,True,False
ZBTB16,L4 IT,highexpr_up,0.0270918541268085,0.856707868176055,0.0633251631536373,0.5250213069493301,11.53,2,2,3.16,2.9,77.0,74.0,18482,17241,True,False
NPTX1,L4 IT,highexpr_up,0.064557581054317,0.412455715717178,0.0589181083562003,0.5718197237322152,12.76,5,4,7.16,6.84,89.0,87.0,18482,17241,True,False
TMSB10,L4 IT,highexpr_up,0.022400595565623,0.932926429362289,0.0682714828246127,0.5763114886999761,12.73,5,5,6.82,6.42,95.0,95.0,18482,17241,True,False
ENC1,L4 IT,highexpr_up,-0.0522676692718112,0.639209016425315,0.0634987515679938,0.6075964586516194,12.77,6,5,7.13,6.98,95.0,95.0,18482,17241,False,False
ZNF483,L4 IT,highexpr_up,0.0381552890497667,0.791760078729083,0.0105324284875703,0.8989514282826474,12.58,4,3,6.58,6.1,88.0,84.0,18482,17241,True,False
YWHAH,L4 IT,highexpr_up,0.0402572000662213,0.834289239915801,0.0081353191657083,0.9239402552526982,13.82,12,10,15.39,13.89,99.0,98.0,18482,17241,True,False
MT-ND4L,L4 IT,highexpr_up,,,0.0108730735014106,0.9563249440120576,15.73,53,43,59.5,49.26,100.0,100.0,18482,17241,True,False
NRG1,L5 ET,highexpr_up,-0.0431835158836133,0.97330102125009,0.2126547977951545,0.0196177448962364,12.19,2,2,3.81,4.27,84.0,82.0,4683,3712,False,True
MBP,L5 ET,highexpr_up,0.0056590396526733,0.998536590247584,0.2465131054208753,0.0212442704627643,12.22,3,3,3.94,4.52,82.0,85.0,4683,3712,True,True
ATP2B4,L5 ET,highexpr_up,0.115317830642759,0.837053794069646,0.2369570714803399,0.0259658973438319,12.49,3,3,4.55,5.2,86.0,86.0,4683,3712,True,True
KIF1A,L5 ET,highexpr_up,-0.122166545684631,0.828043466384954,0.1878239258596001,0.0317375803199869,12.96,5,5,6.51,7.16,94.0,95.0,4683,3712,False,True
MT-ND6,L5 ET,highexpr_up,,,0.2986072016433057,0.0611306582490406,13.37,7,8,9.02,9.65,95.0,97.0,4683,3712,True,True
MTRNR2L1,L5 ET,highexpr_up,,,0.3002442778222678,0.0881104210813339,15.19,24,28,29.57,35.5,97.0,97.0,4683,3712,True,True
SYT2,L5 ET,highexpr_up,-0.0409056105817938,0.98780662150586,0.1805471586247318,0.0997373665971924,12.98,4,4,6.52,7.24,93.0,93.0,4683,3712,False,True
CRYM,L5 ET,highexpr_up,-0.111600161252715,0.893959064845758,0.232963022999149,0.1020020415022121,12.39,2,2,4.32,4.72,83.0,84.0,4683,3712,False,True
ZNF483,L5 ET,highexpr_up,-0.0784781392839227,0.919918761597481,0.1464874646035843,0.1715552426996185,11.68,2,2,2.79,2.91,77.0,75.0,4683,3712,False,True
KIF5A,L5 ET,highexpr_up,-0.0711337317158019,0.97330102125009,0.1194024905005586,0.1904930082153615,14.0,11,12,13.74,14.85,98.0,99.0,4683,3712,False,True
PDXK,L5 ET,highexpr_up,0.19663329966517,0.797250130035934,0.105072700942701,0.1973331579407945,11.88,2,2,3.16,3.33,86.0,85.0,4683,3712,True,True
CYP46A1,L5 ET,highexpr_up,0.0444921057894201,0.987805364589975,0.1140493458179533,0.2100771969795367,11.95,2,2,3.36,3.48,85.0,83.0,4683,3712,True,True
SV2A,L5 ET,highexpr_up,-0.100630893306736,0.908581979739247,0.1157011514057794,0.2353993720810093,13.72,8,8,11.32,11.64,97.0,97.0,4683,3712,False,True
YWHAH,L5 ET,highexpr_up,,,0.0916920037077834,0.2701479655403789,13.85,10,10,12.67,12.85,98.0,98.0,4683,3712,True,True
SNPH,L5 ET,highexpr_up,,,0.1501177278778599,0.2859429943808995,11.61,2,2,2.57,2.73,78.0,77.0,4683,3712,True,True
PSMA7,L5 ET,highexpr_up,,,0.0844155679156065,0.2923446766746751,12.05,2,2,3.58,3.76,87.0,85.0,4683,3712,True,True
MT-ND4,L5 ET,highexpr_up,,,0.1037791042768321,0.380931389113636,15.66,38,38,44.36,44.37,99.0,99.0,4683,3712,True,True
DKK3,L5 ET,highexpr_up,-0.0696585400365571,0.956098378790934,0.0723246487737965,0.3986881432641945,13.38,7,7,9.03,9.39,98.0,98.0,4683,3712,False,True
VAMP1,L5 ET,highexpr_up,,,0.0974814617440042,0.3997306203031954,13.41,6,6,9.19,9.56,96.0,96.0,4683,3712,True,True
C14orf132,L5 ET,highexpr_up,0.11979544758008,0.893959064845758,0.0692870640526839,0.4356623954121329,11.75,2,2,2.92,2.98,84.0,83.0,4683,3712,True,True
MT-ND5,L5 ET,highexpr_up,,,0.0812385926678495,0.461041529986264,15.4,32,32,37.25,37.0,100.0,99.0,4683,3712,True,False
OGA,L5 ET,highexpr_up,0.0467258652510848,0.97330102125009,0.073585905790503,0.4614284076637945,12.4,3,3,4.52,4.7,87.0,84.0,4683,3712,True,True
MTRNR2L12,L5 ET,highexpr_up,,,0.1312908281446643,0.4708716978911672,14.6,16,16,20.95,21.83,96.0,95.0,4683,3712,True,True
TNK2,L5 ET,highexpr_up,-0.063280667162096,0.97330102125009,0.0769043320017396,0.4783221461083342,11.85,2,2,3.08,3.21,81.0,79.0,4683,3712,False,True
NEFL,L5 ET,highexpr_up,-0.109057728082035,0.945546134827936,0.0725417060681445,0.5083776915001779,14.0,11,11,14.0,14.5,98.0,98.0,4683,3712,False,True
NPIPA1,L5 ET,highexpr_up,,,0.0928641378846007,0.5244871084900423,11.61,1,1,2.66,2.64,63.0,59.0,4683,3712,True,False
MT-ND1,L5 ET,highexpr_up,,,0.0713709525287038,0.5390524623329953,16.08,54,51,60.63,59.27,100.0,100.0,4683,3712,True,False
GABBR2,L5 ET,highexpr_up,0.0205092922311249,0.98780662150586,0.0515054248056194,0.5561772546939863,12.51,3,3,4.96,4.99,91.0,89.0,4683,3712,True,True
CABP1,L5 ET,highexpr_up,-0.0789795172552554,0.924445081166329,0.0562538825813526,0.5954613287587336,13.3,5,5,8.79,8.59,94.0,93.0,4683,3712,False,False
NEFH,L5 ET,highexpr_up,,,0.0771595794807552,0.6199698542908789,12.34,3,3,4.43,4.45,91.0,90.0,4683,3712,True,True
TMSB10,L5 ET,highexpr_up,,,0.0481836838272123,0.6474975965305809,12.32,3,3,4.43,4.35,91.0,90.0,4683,3712,True,False
CSMD1,L5 ET,highexpr_up,0.0137949985335594,0.989250429092889,0.054407594787194,0.655328553015363,12.71,3,3,5.82,5.8,86.0,82.0,4683,3712,True,False
MT-ND2,L5 ET,highexpr_up,,,0.0418126072888158,0.6989413944651137,16.06,52,49,59.48,58.37,100.0,100.0,4683,3712,True,False
CFAP36,L5 ET,highexpr_up,-0.110273972306536,0.893959064845758,0.0245956647385189,0.7586316296143206,12.24,3,3,4.25,4.17,88.0,86.0,4683,3712,False,False
MT-ATP8,L5 ET,highexpr_up,,,0.0228430511066929,0.8690723901683564,14.48,16,15,19.96,19.04,99.0,99.0,4683,3712,True,False
IRS2,L5 ET,highexpr_up,0.0368958386962719,0.98780662150586,0.0088005268966271,0.9120940569221834,11.7,2,2,2.91,2.88,82.0,79.0,4683,3712,True,False
RCAN2,L5 ET,highexpr_up,-0.0715551730787583,0.930038106185559,0.007784576661239,0.914472945147762,13.34,6,6,8.89,9.09,97.0,96.0,4683,3712,False,True
NEFM,L5 ET,highexpr_up,-0.094211543561535,0.941692935738291,0.0096220764218834,0.9151683404922466,14.86,20,20,25.8,25.79,100.0,100.0,4683,3712,False,False
VGF,L5 ET,highexpr_up,,,0.0132495865070062,0.9526277902841408,12.82,4,3,6.07,6.28,89.0,84.0,4683,3712,True,True
ATP2B4,L5 IT,highexpr_up,0.101412072591921,0.174203506936881,0.2188798499766884,0.0053737508073698,12.83,9,10,10.1,11.4,99.0,99.0,27837,25326,True,True
USP22,L5 IT,highexpr_up,0.0826144766797359,0.353866470743197,0.2080796857003028,0.0067649706502551,12.18,6,6,6.38,7.19,96.0,97.0,27837,25326,True,True
MBP,L5 IT,highexpr_up,-0.0162824290287533,0.83872199011698,0.2701892598329738,0.0073792104470334,11.68,4,4,4.45,5.13,91.0,93.0,27837,25326,False,True
DKK3,L5 IT,highexpr_up,0.0745674990975442,0.205389872521025,0.1006511370056644,0.0938218957073827,13.84,18,19,21.24,22.06,100.0,100.0,27837,25326,True,True
ZNF483,L5 IT,highexpr_up,0.0662423223243996,0.52682335369029,0.1256439392357667,0.1447846150712229,12.64,8,9,9.4,9.83,97.0,97.0,27837,25326,True,True
ZBTB16,L5 IT,highexpr_up,0.0284803704279571,0.869765179897417,0.1285602023328785,0.1464870156647633,11.83,4,5,5.21,5.58,93.0,94.0,27837,25326,True,True
MT-ND6,L5 IT,highexpr_up,,,0.2084161741028365,0.1506514608177984,12.89,10,10,11.09,11.6,99.0,99.0,27837,25326,True,True
CHST1,L5 IT,highexpr_up,0.107281227931767,0.544505360690217,0.093774013080688,0.1784537600582291,11.93,4,5,5.65,5.96,92.0,93.0,27837,25326,True,True
NPTX1,L5 IT,highexpr_up,0.0199764227848098,0.86159564888184,0.1406054641193071,0.2041254541815704,12.73,7,8,9.42,10.29,98.0,98.0,27837,25326,True,True
