gene,xen_celltype,set,meta_est,meta_padj,xen_logFC,xen_p,xen_logCPM,ctrl_med,scz_med,ctrl_mean,scz_mean,ctrl_pctpos,scz_pctpos,n_ctrl,n_scz,concord,raw_up
PDXK,Sst,highexpr_up,0.0186226228324957,0.823386322199861,0.0131180705248664,0.8165516691852877,11.73,3,3,3.81,3.46,91.0,89.0,14356,13242,True,False
ADCYAP1R1,Sst,highexpr_up,-0.0500692431666211,0.374856901206402,0.0085462442824558,0.8844820911285549,12.09,4,4,4.92,4.37,90.0,88.0,14356,13242,False,False
ZNF483,Sst,highexpr_up,0.0211897887269949,0.895912955150735,0.0011126787038274,0.9917647876648156,12.46,6,4,6.58,5.76,92.0,91.0,14356,13242,True,False
GAD1,Sst,highexpr_up,-0.0372263831427214,0.592597043934706,0.0004744357183200491,0.9933389702552268,13.19,9,8,10.57,9.45,96.0,94.0,14356,13242,False,False
MBP,Sst Chodl,highexpr_up,0.100972350050202,0.998125008822678,0.6603670826828778,0.0048029479109757,12.54,2,3,3.21,4.64,76.0,83.0,300,283,True,True
MTRNR2L1,Sst Chodl,highexpr_up,,,0.4287288926717838,0.0727854252764323,15.94,26,38,34.67,46.87,99.0,100.0,300,283,True,True
NOS1,Sst Chodl,highexpr_up,0.0211904006752501,0.998125008822678,0.2724943707352342,0.0910351664852789,14.2,5,4,11.6,14.21,82.0,83.0,300,283,True,True
ENC1,Sst Chodl,highexpr_up,,,0.3023541331407868,0.1476972916748152,11.84,1,1,2.16,2.57,62.0,67.0,300,283,True,True
CNP,Sst Chodl,highexpr_up,,,0.2266133083985998,0.2295236197847228,11.62,1,1,2.07,2.17,68.0,64.0,300,283,True,True
MT-ND6,Sst Chodl,highexpr_up,,,0.1996058011314544,0.3223242260442414,13.31,5,6,6.64,7.28,95.0,94.0,300,283,True,True
MTRNR2L12,Sst Chodl,highexpr_up,,,0.1966337864885455,0.3638830537395316,15.75,27,33,33.45,38.41,99.0,100.0,300,283,True,True
CNN3,Sst Chodl,highexpr_up,,,0.1389631969486891,0.4127110487941418,11.64,1,1,2.14,2.06,67.0,71.0,300,283,True,False
KIF1A,Sst Chodl,highexpr_up,-0.119288138410308,0.998125008822678,0.1298145311299323,0.4132126965104871,12.42,3,3,3.54,3.83,82.0,88.0,300,283,False,True
AK5,Sst Chodl,highexpr_up,0.088660452282106,0.998125008822678,0.1060412637296293,0.4553604069715385,11.99,2,2,2.7,2.71,76.0,81.0,300,283,True,True
CHST1,Sst Chodl,highexpr_up,,,0.1089000101846461,0.5179805066736896,11.66,1,1,2.15,2.21,73.0,74.0,300,283,True,True
TMSB10,Sst Chodl,highexpr_up,,,0.0762529778202826,0.5616128251882433,12.7,3,3,4.44,4.52,88.0,88.0,300,283,True,True
NPY,Sst Chodl,highexpr_up,-0.108477185719166,0.998125008822678,0.1294522023200844,0.5698692567369903,14.7,10,12,15.85,19.26,93.0,89.0,300,283,False,True
SST,Sst Chodl,highexpr_up,-0.359534874418236,0.998125008822678,0.1131384087923739,0.5956456367235557,15.33,17,20,24.52,28.25,98.0,97.0,300,283,False,True
GABBR2,Sst Chodl,highexpr_up,-0.0964276026054754,0.998125008822678,0.0738099623994859,0.6363673729496107,12.29,2,2,3.35,3.3,79.0,72.0,300,283,False,False
MT-ND1,Sst Chodl,highexpr_up,,,0.103420747159129,0.6889544946148927,15.85,29,32,35.75,40.19,99.0,100.0,300,283,True,True
NPIPA1,Sst Chodl,highexpr_up,,,0.0552091563942328,0.7364187227096739,11.94,1,1,2.53,2.69,61.0,64.0,300,283,True,True
MT-ND2,Sst Chodl,highexpr_up,,,0.0724753398814228,0.7761143587153907,15.83,29,31,35.5,39.08,100.0,100.0,300,283,True,True
MT-ND5,Sst Chodl,highexpr_up,,,0.0563477169125826,0.8035160249703602,15.75,27,31,34.28,37.49,100.0,100.0,300,283,True,True
OGA,Sst Chodl,highexpr_up,0.0022765039978721,0.998513017504276,0.0229605487664109,0.8616439197159549,12.57,2,2,4.18,4.02,83.0,77.0,300,283,True,False
MT-ND4,Sst Chodl,highexpr_up,,,0.0193720921950035,0.938644862691976,15.79,28,29,35.04,36.85,100.0,100.0,300,283,True,True
RASGRF2,Sst Chodl,highexpr_up,-0.193064983298873,0.998125008822678,0.0086557204894988,0.9580160170771648,13.3,3,2,7.28,6.7,70.0,70.0,300,283,False,False
CORT,Sst Chodl,highexpr_up,,,0.0012204213765512,0.9947513258468226,13.71,5,5,8.63,9.28,90.0,88.0,300,283,True,True
TMSB10,VLMC,highexpr_up,0.160994710521943,0.542403741849655,0.2596330824292525,0.0335661732887925,11.9,1,1,1.56,1.91,58.0,64.0,6264,7082,True,True
TXNIP,VLMC,highexpr_up,0.0910989276944779,0.814987413904178,0.2179215805137479,0.0719716994086629,13.41,2,3,4.01,5.25,70.0,73.0,6264,7082,True,True
MBP,VLMC,highexpr_up,,,0.2982083873667509,0.0744789685212694,11.89,0,1,1.27,1.93,48.0,60.0,6264,7082,True,True
SERPING1,VLMC,highexpr_up,,,0.2293059460385878,0.1070977217030334,11.88,1,1,1.56,1.72,57.0,57.0,6264,7082,True,True
MT-ND6,VLMC,highexpr_up,,,0.1756801718413271,0.2447817208857687,13.38,3,4,3.82,4.99,86.0,90.0,6264,7082,True,True
OGA,VLMC,highexpr_up,,,0.0895128004241038,0.3079345212694624,11.56,1,1,1.21,1.33,56.0,57.0,6264,7082,True,True
HLA-B,VLMC,highexpr_up,,,0.0957365983836727,0.5055345262153614,12.13,1,1,2.06,2.03,63.0,62.0,6264,7082,True,False
EPAS1,VLMC,highexpr_up,-0.164115508343804,0.439671888935428,0.0768027643778933,0.5127231926932436,12.88,2,2,3.37,3.49,69.0,69.0,6264,7082,False,True
KIF5A,VLMC,highexpr_up,,,0.075000755715993,0.6078116714932311,12.66,1,2,2.27,2.7,67.0,73.0,6264,7082,True,True
GFAP,VLMC,highexpr_up,,,0.1207898341102862,0.7447359903041839,12.68,1,1,2.51,2.51,63.0,61.0,6264,7082,True,False
VIM,VLMC,highexpr_up,0.212313545259288,0.276774421782896,0.0455536026651393,0.8175592554971509,13.84,5,4,8.54,5.97,87.0,86.0,6264,7082,True,False
TAGLN,VLMC,highexpr_up,,,0.0774789156087186,0.8533602494145401,11.81,0,0,3.23,1.7,47.0,45.0,6264,7082,True,False
LGALS1,VLMC,highexpr_up,0.0442014114509605,0.904252875787138,0.0101549568389243,0.9373329112690348,11.92,1,1,1.55,1.62,54.0,56.0,6264,7082,True,True
USP22,Vip,highexpr_up,0.026905783725759,0.617463423932745,0.2162683427772661,0.0008237026408094453,11.53,3,3,3.15,3.48,88.0,90.0,13052,10807,True,True
CHST1,Vip,highexpr_up,-0.0430661526221089,0.651174840011192,0.1647263274828247,0.0588272147346551,11.87,3,3,4.09,4.3,86.0,87.0,13052,10807,False,True
DKK3,Vip,highexpr_up,0.0123233969481406,0.930281646270597,0.08349672005382,0.1766915076195215,13.43,11,11,12.29,12.23,99.0,98.0,13052,10807,True,False
KIF1A,Vip,highexpr_up,-0.0108486200126552,0.878279766241359,0.0653906992444215,0.2334139402830964,13.33,11,11,11.7,11.57,99.0,99.0,13052,10807,False,False
OGA,Vip,highexpr_up,0.0542227096025844,0.20840545833537,0.0709668415222489,0.2666504863902174,12.72,7,7,7.57,7.61,95.0,95.0,13052,10807,True,True
ENC1,Vip,highexpr_up,-0.024050681748576,0.856479270133541,0.0813381872641957,0.2748678364671067,13.26,9,9,11.09,11.09,97.0,97.0,13052,10807,False,False
EDIL3,Vip,highexpr_up,0.0030816445755963,0.989479686620093,0.1269516325688175,0.2818574696987851,11.71,2,2,3.8,3.82,76.0,75.0,13052,10807,True,True
ZBTB16,Vip,highexpr_up,0.0130272718159925,0.91850831593252,0.0783621059636793,0.291994003862833,11.99,4,4,4.56,4.62,91.0,91.0,13052,10807,True,True
MTRNR2L1,Vip,highexpr_up,,,0.1231031452379112,0.3483405755685207,16.11,70,75,74.59,81.46,100.0,100.0,13052,10807,True,True
MT-ND6,Vip,highexpr_up,,,0.1393289537547314,0.3588436287168155,13.42,11,11,13.01,12.6,99.0,99.0,13052,10807,True,False
CALB2,Vip,highexpr_up,0.0540731463711232,0.750474100157187,0.0654929565071585,0.3957164634746783,14.06,16,16,19.14,19.48,98.0,98.0,13052,10807,True,True
NTRK2,Vip,highexpr_up,0.072532645033667,0.505397385228693,0.0485974799683148,0.4127168102549201,13.52,12,12,13.52,13.18,99.0,99.0,13052,10807,True,False
ZNF483,Vip,highexpr_up,0.0162099515276001,0.92469002907954,0.0528260895944116,0.450852269595191,12.88,8,8,8.73,8.5,96.0,96.0,13052,10807,True,False
HNRNPH3,Vip,highexpr_up,0.0529520385484968,0.542882662719568,0.0457940383788185,0.4579315892909466,11.5,3,3,3.3,3.25,88.0,87.0,13052,10807,True,False
ERBB4,Vip,highexpr_up,0.0439034897714363,0.731360392864763,0.0362669249156891,0.5914161146599768,13.07,8,8,9.93,9.6,95.0,94.0,13052,10807,True,False
MTRNR2L12,Vip,highexpr_up,,,0.0461970489229521,0.71957373461414,15.54,45,48,51.42,53.81,100.0,100.0,13052,10807,True,True
SV2A,Vip,highexpr_up,0.0240504460873158,0.846782801605202,0.0165685729508613,0.7970350397128327,13.05,9,8,9.82,9.23,97.0,97.0,13052,10807,True,False
KIF5A,Vip,highexpr_up,-0.0067281409824941,0.96200153771199,0.0133576891424563,0.8057038692122294,13.88,17,16,17.44,16.77,100.0,100.0,13052,10807,False,False
CCK,Vip,highexpr_up,-0.0999810052777682,0.567765973402151,0.0111151997649413,0.9117911123559012,12.85,3,4,8.68,8.29,79.0,80.0,13052,10807,False,False
