celltype,donor,gene,count
L5/6 NP,Br5622,PLEC,748
L5/6 NP,Br5622,PLP1,1070
L5/6 NP,Br5622,PMP22,112
L5/6 NP,Br5622,PPM1K,196
L5/6 NP,Br5622,PSMA7,1473
L5/6 NP,Br5622,PVALB,69
L5/6 NP,Br5622,PWP2,158
L5/6 NP,Br5622,RANBP1,349
L5/6 NP,Br5622,RASD1,817
L5/6 NP,Br5622,RASGRF2,332
L5/6 NP,Br5622,RCAN2,1178
L5/6 NP,Br5622,RELN,20
L5/6 NP,Br5622,RERGL,11
L5/6 NP,Br5622,RGS10,37
L5/6 NP,Br5622,RIPOR2,49
L5/6 NP,Br5622,RNASE1,378
L5/6 NP,Br5622,RORB,103
L5/6 NP,Br5622,RPL36AL,651
L5/6 NP,Br5622,RPS26,754
L5/6 NP,Br5622,RTF2,1086
L5/6 NP,Br5622,S100A6,95
L5/6 NP,Br5622,S100B,461
L5/6 NP,Br5622,SAMSN1,13
L5/6 NP,Br5622,SCG3,1306
L5/6 NP,Br5622,SCN1B,571
L5/6 NP,Br5622,SELPLG,11
L5/6 NP,Br5622,SERPINA3,25
L5/6 NP,Br5622,SERPING1,134
L5/6 NP,Br5622,SESN1,525
L5/6 NP,Br5622,SLC14A1,22
L5/6 NP,Br5622,SLC2A1,139
L5/6 NP,Br5622,SLC32A1,25
L5/6 NP,Br5622,SLC39A8,32
L5/6 NP,Br5622,SLC44A1,353
L5/6 NP,Br5622,SLN,6
L5/6 NP,Br5622,SMAD1,81
L5/6 NP,Br5622,SMIM32,31
L5/6 NP,Br5622,SMPX,17
L5/6 NP,Br5622,SMYD2,337
L5/6 NP,Br5622,SNPH,1139
L5/6 NP,Br5622,SOD2,2896
L5/6 NP,Br5622,SOX2-OT,302
L5/6 NP,Br5622,SPRY2,948
L5/6 NP,Br5622,SSBP1,705
L5/6 NP,Br5622,SST,113
L5/6 NP,Br5622,SV2A,4143
L5/6 NP,Br5622,SVBP,143
L5/6 NP,Br5622,SYK,12
L5/6 NP,Br5622,SYT2,1582
L5/6 NP,Br5622,SYTL4,11
L5/6 NP,Br5622,TAGLN,104
L5/6 NP,Br5622,TEF,1284
L5/6 NP,Br5622,TF,640
L5/6 NP,Br5622,THEMIS,12
L5/6 NP,Br5622,TIMP1,10
L5/6 NP,Br5622,TMEM119,16
L5/6 NP,Br5622,TMEM144,735
L5/6 NP,Br5622,TMSB10,1847
L5/6 NP,Br5622,TNFSF10,11
L5/6 NP,Br5622,TNK2,1391
L5/6 NP,Br5622,TRABD2A,11
L5/6 NP,Br5622,TREM2,22
L5/6 NP,Br5622,TSC22D3,680
L5/6 NP,Br5622,TTC9B,2209
L5/6 NP,Br5622,TXNIP,65
L5/6 NP,Br5622,TYROBP,15
L5/6 NP,Br5622,UGT8,17
L5/6 NP,Br5622,UQCRFS1,1738
L5/6 NP,Br5622,USP22,1710
L5/6 NP,Br5622,VAMP1,987
L5/6 NP,Br5622,VGF,2290
L5/6 NP,Br5622,VIM,420
L5/6 NP,Br5622,VIP,6
L5/6 NP,Br5622,XRRA1,280
L5/6 NP,Br5622,YWHAH,5663
L5/6 NP,Br5622,ZBTB16,1241
L5/6 NP,Br5622,ZNF483,2809
L5/6 NP,Br5622,ZNF804A,8
L5/6 NP,Br5622,ZP3,89
L5/6 NP,Br5639,A2M,34
L5/6 NP,Br5639,ABCA2,1200
L5/6 NP,Br5639,ABCG2,8
L5/6 NP,Br5639,ACO1,498
L5/6 NP,Br5639,ACTA2,255
L5/6 NP,Br5639,ACY3,12
L5/6 NP,Br5639,ADAM28,19
L5/6 NP,Br5639,ADCYAP1,17
L5/6 NP,Br5639,ADCYAP1R1,220
L5/6 NP,Br5639,ADIRF,6
L5/6 NP,Br5639,AIF1,7
L5/6 NP,Br5639,AJ009632.2,12
L5/6 NP,Br5639,AK5,3792
L5/6 NP,Br5639,AKAP8L,163
L5/6 NP,Br5639,AKT1,723
L5/6 NP,Br5639,ALCAM,1310
L5/6 NP,Br5639,ALDH1A1,64
L5/6 NP,Br5639,ALOX5AP,6
L5/6 NP,Br5639,ANLN,30
L5/6 NP,Br5639,APOLD1,27
L5/6 NP,Br5639,AQP1,353
L5/6 NP,Br5639,AQP4,454
L5/6 NP,Br5639,ARPC1B,105
L5/6 NP,Br5639,ARPP19,77
L5/6 NP,Br5639,ARRDC3,130
L5/6 NP,Br5639,ATP2B4,2456
L5/6 NP,Br5639,BAIAP3,1153
L5/6 NP,Br5639,BCAS1,183
L5/6 NP,Br5639,BCL6,67
L5/6 NP,Br5639,BDNF,30
L5/6 NP,Br5639,BLCAP,484
L5/6 NP,Br5639,C14orf132,95
L5/6 NP,Br5639,C1QA,85
L5/6 NP,Br5639,C1QB,14
L5/6 NP,Br5639,C1QL2,8
L5/6 NP,Br5639,C1orf61,463
L5/6 NP,Br5639,C3,25
L5/6 NP,Br5639,C4A,157
L5/6 NP,Br5639,CABP1,1447
L5/6 NP,Br5639,CACNA1C,354
L5/6 NP,Br5639,CALB1,9
L5/6 NP,Br5639,CALB2,44
L5/6 NP,Br5639,CAMK2N1,3579
L5/6 NP,Br5639,CAPN3,68
L5/6 NP,Br5639,CAPZB,670
L5/6 NP,Br5639,CARTPT,31
L5/6 NP,Br5639,CASC3,649
L5/6 NP,Br5639,CCK,49
L5/6 NP,Br5639,CCNI,4080
L5/6 NP,Br5639,CD52,9
L5/6 NP,Br5639,CD53,8
L5/6 NP,Br5639,CD68,37
L5/6 NP,Br5639,CD74,65
L5/6 NP,Br5639,CFAP36,972
L5/6 NP,Br5639,CHI3L1,11
L5/6 NP,Br5639,CHST1,1046
L5/6 NP,Br5639,CLDN11,50
L5/6 NP,Br5639,CLDN5,7
L5/6 NP,Br5639,CLDND1,569
L5/6 NP,Br5639,CNDP1,80
L5/6 NP,Br5639,CNN3,708
L5/6 NP,Br5639,CNP,649
L5/6 NP,Br5639,COMT,209
L5/6 NP,Br5639,CORT,63
L5/6 NP,Br5639,COX5A,277
L5/6 NP,Br5639,CRHBP,10
L5/6 NP,Br5639,CRYM,6262
L5/6 NP,Br5639,CSF1R,3
L5/6 NP,Br5639,CSMD1,766
L5/6 NP,Br5639,CTIF,568
L5/6 NP,Br5639,CUX2,12
L5/6 NP,Br5639,CX3CR1,9
L5/6 NP,Br5639,CXCL14,75
L5/6 NP,Br5639,CXCR4,11
L5/6 NP,Br5639,CYBA,9
L5/6 NP,Br5639,CYBB,13
L5/6 NP,Br5639,CYP46A1,894
L5/6 NP,Br5639,DACH1,25
L5/6 NP,Br5639,DBNDD2,545
L5/6 NP,Br5639,DCC,534
L5/6 NP,Br5639,DDIT4,137
L5/6 NP,Br5639,DEAF1,246
L5/6 NP,Br5639,DIRAS2,6995
L5/6 NP,Br5639,DISC1,12
L5/6 NP,Br5639,DKK3,3127
L5/6 NP,Br5639,EDIL3,297
L5/6 NP,Br5639,EGR1,44
L5/6 NP,Br5639,EGR3,203
L5/6 NP,Br5639,ELMSAN1,142
L5/6 NP,Br5639,ELOC,429
L5/6 NP,Br5639,ENC1,2483
L5/6 NP,Br5639,ENPP2,65
L5/6 NP,Br5639,EPAS1,66
L5/6 NP,Br5639,ERBB4,36
L5/6 NP,Br5639,EVI2A,22
L5/6 NP,Br5639,FABP3,547
L5/6 NP,Br5639,FGFR3,178
L5/6 NP,Br5639,FILIP1,69
L5/6 NP,Br5639,FKBP5,40
L5/6 NP,Br5639,FLT1,70
L5/6 NP,Br5639,FREM3,9
L5/6 NP,Br5639,FSCN1,612
L5/6 NP,Br5639,FSTL4,28
L5/6 NP,Br5639,FURIN,88
L5/6 NP,Br5639,GABBR2,2081
L5/6 NP,Br5639,GABPB1-AS1,41
L5/6 NP,Br5639,GAD1,25
L5/6 NP,Br5639,GAD2,17
L5/6 NP,Br5639,GADD45G,8
L5/6 NP,Br5639,GALNT16,427
L5/6 NP,Br5639,GATD3A,408
L5/6 NP,Br5639,GATD3B,347
L5/6 NP,Br5639,GFAP,740
L5/6 NP,Br5639,GJA1,347
L5/6 NP,Br5639,GJB1,23
L5/6 NP,Br5639,GNAL,55
L5/6 NP,Br5639,GPR34,0
L5/6 NP,Br5639,GPR6,708
L5/6 NP,Br5639,GPX3,174
L5/6 NP,Br5639,GRIN2A,282
L5/6 NP,Br5639,GSTM5,70
L5/6 NP,Br5639,HBA1,15
L5/6 NP,Br5639,HHIP,30
L5/6 NP,Br5639,HIF3A,77
L5/6 NP,Br5639,HLA-B,232
L5/6 NP,Br5639,HLA-DPA1,36
L5/6 NP,Br5639,HLA-DRB1,75
L5/6 NP,Br5639,HLA-E,31
L5/6 NP,Br5639,HMGB2,227
L5/6 NP,Br5639,HNRNPH3,957
L5/6 NP,Br5639,HPCAL1,2398
L5/6 NP,Br5639,HSPA8,10072
L5/6 NP,Br5639,HTR2C,2130
L5/6 NP,Br5639,IFITM3,186
L5/6 NP,Br5639,IGFBP5,14
L5/6 NP,Br5639,IGFBP6,36
L5/6 NP,Br5639,IGSF6,11
L5/6 NP,Br5639,IRS2,441
L5/6 NP,Br5639,ISLR,153
L5/6 NP,Br5639,ITGAM,0
L5/6 NP,Br5639,ITGAX,2
L5/6 NP,Br5639,ITGB2,4
L5/6 NP,Br5639,ITGB4,10
L5/6 NP,Br5639,ITM2A,259
L5/6 NP,Br5639,KANSL1-AS1,11
L5/6 NP,Br5639,KCNK1,1104
L5/6 NP,Br5639,KIF1A,3947
L5/6 NP,Br5639,KIF5A,5753
L5/6 NP,Br5639,KLF2,20
L5/6 NP,Br5639,KLK6,0
L5/6 NP,Br5639,KRT17,3
L5/6 NP,Br5639,LAMP5,11
L5/6 NP,Br5639,LAPTM5,11
L5/6 NP,Br5639,LATS1,419
L5/6 NP,Br5639,LGALS1,66
L5/6 NP,Br5639,LILRB4,1
L5/6 NP,Br5639,LINC02714,7
L5/6 NP,Br5639,LMO4,1064
L5/6 NP,Br5639,LPAR6,3
L5/6 NP,Br5639,LST1,2
L5/6 NP,Br5639,LY86,9
L5/6 NP,Br5639,LZTS3,1426
L5/6 NP,Br5639,MAG,50
L5/6 NP,Br5639,MAP2K1,766
L5/6 NP,Br5639,MAPK3,235
L5/6 NP,Br5639,MBP,1477
L5/6 NP,Br5639,MEIS2,728
L5/6 NP,Br5639,MEPE,8
L5/6 NP,Br5639,MOBP,152
L5/6 NP,Br5639,MOG,113
L5/6 NP,Br5639,MRPL27,140
L5/6 NP,Br5639,MRPL57,276
L5/6 NP,Br5639,MT-ATP8,9102
L5/6 NP,Br5639,MT-ND1,30896
L5/6 NP,Br5639,MT-ND2,32058
L5/6 NP,Br5639,MT-ND4,26922
L5/6 NP,Br5639,MT-ND4L,20047
L5/6 NP,Br5639,MT-ND5,22211
L5/6 NP,Br5639,MT-ND6,2107
L5/6 NP,Br5639,MT1E,16
L5/6 NP,Br5639,MT1M,16
L5/6 NP,Br5639,MT1X,24
L5/6 NP,Br5639,MT2A,86
L5/6 NP,Br5639,MTRNR2L1,23685
L5/6 NP,Br5639,MTRNR2L12,16466
L5/6 NP,Br5639,MTURN,1720
L5/6 NP,Br5639,MYL6,580
L5/6 NP,Br5639,MYL9,94
L5/6 NP,Br5639,NDUFB2,35
L5/6 NP,Br5639,NDUFB9,365
L5/6 NP,Br5639,NEFH,1070
L5/6 NP,Br5639,NEFL,3461
L5/6 NP,Br5639,NEFM,2893
L5/6 NP,Br5639,NORAD,2114
L5/6 NP,Br5639,NOS1,17
L5/6 NP,Br5639,NOTCH1,53
L5/6 NP,Br5639,NPIPA1,3088
L5/6 NP,Br5639,NPTX1,2658
L5/6 NP,Br5639,NPTX2,39
L5/6 NP,Br5639,NPY,4
L5/6 NP,Br5639,NR4A2,21
L5/6 NP,Br5639,NRG1,196
L5/6 NP,Br5639,NRXN1,3011
L5/6 NP,Br5639,NTRK2,2779
L5/6 NP,Br5639,NUDT14,29
L5/6 NP,Br5639,NUPR1,38
L5/6 NP,Br5639,NXPH4,6
L5/6 NP,Br5639,OGA,1946
L5/6 NP,Br5639,OLFML3,10
L5/6 NP,Br5639,OLR1,7
L5/6 NP,Br5639,OSBPL1A,1349
L5/6 NP,Br5639,OTOS,10
L5/6 NP,Br5639,P2RY12,8
L5/6 NP,Br5639,P2RY13,6
L5/6 NP,Br5639,PAQR6,187
L5/6 NP,Br5639,PCP4,2047
L5/6 NP,Br5639,PDXK,1404
L5/6 NP,Br5639,PECAM1,90
L5/6 NP,Br5639,PFN1,164
L5/6 NP,Br5639,PLAAT3,144
L5/6 NP,Br5639,PLD4,11
L5/6 NP,Br5639,PLEC,1285
L5/6 NP,Br5639,PLP1,418
L5/6 NP,Br5639,PMP22,61
L5/6 NP,Br5639,PPM1K,88
L5/6 NP,Br5639,PSMA7,1019
L5/6 NP,Br5639,PVALB,22
L5/6 NP,Br5639,PWP2,136
L5/6 NP,Br5639,RANBP1,337
L5/6 NP,Br5639,RASD1,796
L5/6 NP,Br5639,RASGRF2,306
L5/6 NP,Br5639,RCAN2,975
L5/6 NP,Br5639,RELN,14
L5/6 NP,Br5639,RERGL,9
L5/6 NP,Br5639,RGS10,8
L5/6 NP,Br5639,RIPOR2,14
L5/6 NP,Br5639,RNASE1,131
L5/6 NP,Br5639,RORB,48
L5/6 NP,Br5639,RPL36AL,550
L5/6 NP,Br5639,RPS26,382
L5/6 NP,Br5639,RTF2,943
L5/6 NP,Br5639,S100A6,54
L5/6 NP,Br5639,S100B,442
L5/6 NP,Br5639,SAMSN1,1
L5/6 NP,Br5639,SCG3,605
L5/6 NP,Br5639,SCN1B,270
L5/6 NP,Br5639,SELPLG,0
L5/6 NP,Br5639,SERPINA3,35
L5/6 NP,Br5639,SERPING1,167
L5/6 NP,Br5639,SESN1,270
L5/6 NP,Br5639,SLC14A1,27
L5/6 NP,Br5639,SLC2A1,65
L5/6 NP,Br5639,SLC32A1,7
L5/6 NP,Br5639,SLC39A8,6
L5/6 NP,Br5639,SLC44A1,115
L5/6 NP,Br5639,SLN,0
L5/6 NP,Br5639,SMAD1,68
L5/6 NP,Br5639,SMIM32,6
L5/6 NP,Br5639,SMPX,17
L5/6 NP,Br5639,SMYD2,246
L5/6 NP,Br5639,SNPH,1538
L5/6 NP,Br5639,SOD2,1326
L5/6 NP,Br5639,SOX2-OT,148
L5/6 NP,Br5639,SPRY2,707
L5/6 NP,Br5639,SSBP1,492
L5/6 NP,Br5639,SST,34
L5/6 NP,Br5639,SV2A,3784
L5/6 NP,Br5639,SVBP,124
L5/6 NP,Br5639,SYK,2
L5/6 NP,Br5639,SYT2,846
L5/6 NP,Br5639,SYTL4,5
L5/6 NP,Br5639,TAGLN,163
L5/6 NP,Br5639,TEF,1148
L5/6 NP,Br5639,TF,224
L5/6 NP,Br5639,THEMIS,3
L5/6 NP,Br5639,TIMP1,8
L5/6 NP,Br5639,TMEM119,5
L5/6 NP,Br5639,TMEM144,263
L5/6 NP,Br5639,TMSB10,1904
L5/6 NP,Br5639,TNFSF10,3
L5/6 NP,Br5639,TNK2,1861
L5/6 NP,Br5639,TRABD2A,10
L5/6 NP,Br5639,TREM2,6
L5/6 NP,Br5639,TSC22D3,446
L5/6 NP,Br5639,TTC9B,967
L5/6 NP,Br5639,TXNIP,57
L5/6 NP,Br5639,TYROBP,2
L5/6 NP,Br5639,UGT8,4
L5/6 NP,Br5639,UQCRFS1,1052
L5/6 NP,Br5639,USP22,1471
L5/6 NP,Br5639,VAMP1,1082
L5/6 NP,Br5639,VGF,1066
L5/6 NP,Br5639,VIM,358
L5/6 NP,Br5639,VIP,8
L5/6 NP,Br5639,XRRA1,137
L5/6 NP,Br5639,YWHAH,6093
L5/6 NP,Br5639,ZBTB16,1370
L5/6 NP,Br5639,ZNF483,1478
L5/6 NP,Br5639,ZNF804A,3
L5/6 NP,Br5639,ZP3,55
L5/6 NP,Br5746,A2M,24
L5/6 NP,Br5746,ABCA2,697
L5/6 NP,Br5746,ABCG2,15
L5/6 NP,Br5746,ACO1,393
L5/6 NP,Br5746,ACTA2,193
L5/6 NP,Br5746,ACY3,10
L5/6 NP,Br5746,ADAM28,31
L5/6 NP,Br5746,ADCYAP1,12
L5/6 NP,Br5746,ADCYAP1R1,138
L5/6 NP,Br5746,ADIRF,3
L5/6 NP,Br5746,AIF1,6
L5/6 NP,Br5746,AJ009632.2,14
L5/6 NP,Br5746,AK5,4523
L5/6 NP,Br5746,AKAP8L,138
L5/6 NP,Br5746,AKT1,525
L5/6 NP,Br5746,ALCAM,1739
L5/6 NP,Br5746,ALDH1A1,46
L5/6 NP,Br5746,ALOX5AP,2
L5/6 NP,Br5746,ANLN,34
L5/6 NP,Br5746,APOLD1,28
L5/6 NP,Br5746,AQP1,197
L5/6 NP,Br5746,AQP4,327
L5/6 NP,Br5746,ARPC1B,65
L5/6 NP,Br5746,ARPP19,90
L5/6 NP,Br5746,ARRDC3,132
L5/6 NP,Br5746,ATP2B4,2457
L5/6 NP,Br5746,BAIAP3,504
L5/6 NP,Br5746,BCAS1,188
L5/6 NP,Br5746,BCL6,45
L5/6 NP,Br5746,BDNF,9
L5/6 NP,Br5746,BLCAP,346
L5/6 NP,Br5746,C14orf132,141
L5/6 NP,Br5746,C1QA,47
L5/6 NP,Br5746,C1QB,19
L5/6 NP,Br5746,C1QL2,2
L5/6 NP,Br5746,C1orf61,518
L5/6 NP,Br5746,C3,31
L5/6 NP,Br5746,C4A,73
L5/6 NP,Br5746,CABP1,1068
L5/6 NP,Br5746,CACNA1C,278
L5/6 NP,Br5746,CALB1,4
L5/6 NP,Br5746,CALB2,21
L5/6 NP,Br5746,CAMK2N1,4786
L5/6 NP,Br5746,CAPN3,61
L5/6 NP,Br5746,CAPZB,536
L5/6 NP,Br5746,CARTPT,4
L5/6 NP,Br5746,CASC3,481
L5/6 NP,Br5746,CCK,68
L5/6 NP,Br5746,CCNI,5380
L5/6 NP,Br5746,CD52,10
L5/6 NP,Br5746,CD53,8
L5/6 NP,Br5746,CD68,29
L5/6 NP,Br5746,CD74,49
L5/6 NP,Br5746,CFAP36,1408
L5/6 NP,Br5746,CHI3L1,9
L5/6 NP,Br5746,CHST1,1034
L5/6 NP,Br5746,CLDN11,44
L5/6 NP,Br5746,CLDN5,6
L5/6 NP,Br5746,CLDND1,569
L5/6 NP,Br5746,CNDP1,91
L5/6 NP,Br5746,CNN3,540
L5/6 NP,Br5746,CNP,633
L5/6 NP,Br5746,COMT,142
L5/6 NP,Br5746,CORT,47
L5/6 NP,Br5746,COX5A,363
L5/6 NP,Br5746,CRHBP,5
L5/6 NP,Br5746,CRYM,3591
L5/6 NP,Br5746,CSF1R,19
L5/6 NP,Br5746,CSMD1,1228
L5/6 NP,Br5746,CTIF,323
L5/6 NP,Br5746,CUX2,11
L5/6 NP,Br5746,CX3CR1,27
L5/6 NP,Br5746,CXCL14,43
L5/6 NP,Br5746,CXCR4,11
L5/6 NP,Br5746,CYBA,4
L5/6 NP,Br5746,CYBB,23
L5/6 NP,Br5746,CYP46A1,747
L5/6 NP,Br5746,DACH1,15
L5/6 NP,Br5746,DBNDD2,510
L5/6 NP,Br5746,DCC,594
L5/6 NP,Br5746,DDIT4,190
L5/6 NP,Br5746,DEAF1,223
L5/6 NP,Br5746,DIRAS2,5393
L5/6 NP,Br5746,DISC1,17
L5/6 NP,Br5746,DKK3,4234
L5/6 NP,Br5746,EDIL3,200
L5/6 NP,Br5746,EGR1,70
L5/6 NP,Br5746,EGR3,165
L5/6 NP,Br5746,ELMSAN1,75
L5/6 NP,Br5746,ELOC,625
L5/6 NP,Br5746,ENC1,1325
L5/6 NP,Br5746,ENPP2,83
L5/6 NP,Br5746,EPAS1,72
L5/6 NP,Br5746,ERBB4,44
L5/6 NP,Br5746,EVI2A,15
L5/6 NP,Br5746,FABP3,530
L5/6 NP,Br5746,FGFR3,139
L5/6 NP,Br5746,FILIP1,51
L5/6 NP,Br5746,FKBP5,57
L5/6 NP,Br5746,FLT1,29
L5/6 NP,Br5746,FREM3,6
L5/6 NP,Br5746,FSCN1,401
L5/6 NP,Br5746,FSTL4,28
L5/6 NP,Br5746,FURIN,29
L5/6 NP,Br5746,GABBR2,1399
L5/6 NP,Br5746,GABPB1-AS1,103
L5/6 NP,Br5746,GAD1,79
L5/6 NP,Br5746,GAD2,18
L5/6 NP,Br5746,GADD45G,12
L5/6 NP,Br5746,GALNT16,297
L5/6 NP,Br5746,GATD3A,354
L5/6 NP,Br5746,GATD3B,236
L5/6 NP,Br5746,GFAP,428
L5/6 NP,Br5746,GJA1,256
L5/6 NP,Br5746,GJB1,15
L5/6 NP,Br5746,GNAL,63
L5/6 NP,Br5746,GPR34,1
L5/6 NP,Br5746,GPR6,217
L5/6 NP,Br5746,GPX3,172
L5/6 NP,Br5746,GRIN2A,420
L5/6 NP,Br5746,GSTM5,33
L5/6 NP,Br5746,HBA1,6
L5/6 NP,Br5746,HHIP,29
L5/6 NP,Br5746,HIF3A,69
L5/6 NP,Br5746,HLA-B,122
L5/6 NP,Br5746,HLA-DPA1,15
L5/6 NP,Br5746,HLA-DRB1,341
L5/6 NP,Br5746,HLA-E,25
L5/6 NP,Br5746,HMGB2,215
L5/6 NP,Br5746,HNRNPH3,759
L5/6 NP,Br5746,HPCAL1,1843
L5/6 NP,Br5746,HSPA8,7029
L5/6 NP,Br5746,HTR2C,1957
L5/6 NP,Br5746,IFITM3,433
L5/6 NP,Br5746,IGFBP5,4
L5/6 NP,Br5746,IGFBP6,33
L5/6 NP,Br5746,IGSF6,26
L5/6 NP,Br5746,IRS2,436
L5/6 NP,Br5746,ISLR,161
L5/6 NP,Br5746,ITGAM,3
L5/6 NP,Br5746,ITGAX,6
L5/6 NP,Br5746,ITGB2,7
L5/6 NP,Br5746,ITGB4,5
L5/6 NP,Br5746,ITM2A,254
L5/6 NP,Br5746,KANSL1-AS1,1
L5/6 NP,Br5746,KCNK1,1179
L5/6 NP,Br5746,KIF1A,2903
L5/6 NP,Br5746,KIF5A,5044
L5/6 NP,Br5746,KLF2,11
L5/6 NP,Br5746,KLK6,2
L5/6 NP,Br5746,KRT17,11
L5/6 NP,Br5746,LAMP5,7
L5/6 NP,Br5746,LAPTM5,21
L5/6 NP,Br5746,LATS1,329
L5/6 NP,Br5746,LGALS1,84
L5/6 NP,Br5746,LILRB4,3
L5/6 NP,Br5746,LINC02714,3
L5/6 NP,Br5746,LMO4,878
L5/6 NP,Br5746,LPAR6,3
L5/6 NP,Br5746,LST1,8
L5/6 NP,Br5746,LY86,6
L5/6 NP,Br5746,LZTS3,718
L5/6 NP,Br5746,MAG,100
L5/6 NP,Br5746,MAP2K1,703
L5/6 NP,Br5746,MAPK3,275
L5/6 NP,Br5746,MBP,1923
L5/6 NP,Br5746,MEIS2,593
L5/6 NP,Br5746,MEPE,13
L5/6 NP,Br5746,MOBP,145
L5/6 NP,Br5746,MOG,121
L5/6 NP,Br5746,MRPL27,160
L5/6 NP,Br5746,MRPL57,353
L5/6 NP,Br5746,MT-ATP8,4310
L5/6 NP,Br5746,MT-ND1,17407
L5/6 NP,Br5746,MT-ND2,16329
L5/6 NP,Br5746,MT-ND4,14573
L5/6 NP,Br5746,MT-ND4L,9876
L5/6 NP,Br5746,MT-ND5,11769
L5/6 NP,Br5746,MT-ND6,2325
L5/6 NP,Br5746,MT1E,21
L5/6 NP,Br5746,MT1M,17
L5/6 NP,Br5746,MT1X,24
L5/6 NP,Br5746,MT2A,73
L5/6 NP,Br5746,MTRNR2L1,12146
L5/6 NP,Br5746,MTRNR2L12,7223
L5/6 NP,Br5746,MTURN,1830
L5/6 NP,Br5746,MYL6,375
L5/6 NP,Br5746,MYL9,54
L5/6 NP,Br5746,NDUFB2,81
L5/6 NP,Br5746,NDUFB9,607
L5/6 NP,Br5746,NEFH,292
L5/6 NP,Br5746,NEFL,2728
L5/6 NP,Br5746,NEFM,1970
L5/6 NP,Br5746,NORAD,2765
L5/6 NP,Br5746,NOS1,17
L5/6 NP,Br5746,NOTCH1,30
L5/6 NP,Br5746,NPIPA1,1511
L5/6 NP,Br5746,NPTX1,2613
L5/6 NP,Br5746,NPTX2,47
L5/6 NP,Br5746,NPY,15
L5/6 NP,Br5746,NR4A2,16
L5/6 NP,Br5746,NRG1,206
L5/6 NP,Br5746,NRXN1,3490
L5/6 NP,Br5746,NTRK2,3674
L5/6 NP,Br5746,NUDT14,21
L5/6 NP,Br5746,NUPR1,20
L5/6 NP,Br5746,NXPH4,2
L5/6 NP,Br5746,OGA,1995
L5/6 NP,Br5746,OLFML3,9
L5/6 NP,Br5746,OLR1,8
L5/6 NP,Br5746,OSBPL1A,1506
L5/6 NP,Br5746,OTOS,10
L5/6 NP,Br5746,P2RY12,9
L5/6 NP,Br5746,P2RY13,2
L5/6 NP,Br5746,PAQR6,152
L5/6 NP,Br5746,PCP4,1481
L5/6 NP,Br5746,PDXK,958
L5/6 NP,Br5746,PECAM1,70
L5/6 NP,Br5746,PFN1,101
L5/6 NP,Br5746,PLAAT3,156
L5/6 NP,Br5746,PLD4,10
L5/6 NP,Br5746,PLEC,586
L5/6 NP,Br5746,PLP1,396
L5/6 NP,Br5746,PMP22,37
L5/6 NP,Br5746,PPM1K,125
L5/6 NP,Br5746,PSMA7,1207
L5/6 NP,Br5746,PVALB,28
L5/6 NP,Br5746,PWP2,96
L5/6 NP,Br5746,RANBP1,287
L5/6 NP,Br5746,RASD1,618
L5/6 NP,Br5746,RASGRF2,292
L5/6 NP,Br5746,RCAN2,884
L5/6 NP,Br5746,RELN,11
L5/6 NP,Br5746,RERGL,5
L5/6 NP,Br5746,RGS10,8
L5/6 NP,Br5746,RIPOR2,49
L5/6 NP,Br5746,RNASE1,104
L5/6 NP,Br5746,RORB,45
L5/6 NP,Br5746,RPL36AL,517
L5/6 NP,Br5746,RPS26,527
L5/6 NP,Br5746,RTF2,791
L5/6 NP,Br5746,S100A6,97
L5/6 NP,Br5746,S100B,323
L5/6 NP,Br5746,SAMSN1,5
L5/6 NP,Br5746,SCG3,922
L5/6 NP,Br5746,SCN1B,365
L5/6 NP,Br5746,SELPLG,4
L5/6 NP,Br5746,SERPINA3,16
L5/6 NP,Br5746,SERPING1,194
L5/6 NP,Br5746,SESN1,435
L5/6 NP,Br5746,SLC14A1,14
L5/6 NP,Br5746,SLC2A1,63
L5/6 NP,Br5746,SLC32A1,13
L5/6 NP,Br5746,SLC39A8,10
L5/6 NP,Br5746,SLC44A1,142
L5/6 NP,Br5746,SLN,1
L5/6 NP,Br5746,SMAD1,75
L5/6 NP,Br5746,SMIM32,6
L5/6 NP,Br5746,SMPX,5
L5/6 NP,Br5746,SMYD2,176
L5/6 NP,Br5746,SNPH,837
L5/6 NP,Br5746,SOD2,1987
L5/6 NP,Br5746,SOX2-OT,152
L5/6 NP,Br5746,SPRY2,485
L5/6 NP,Br5746,SSBP1,645
L5/6 NP,Br5746,SST,36
L5/6 NP,Br5746,SV2A,2836
L5/6 NP,Br5746,SVBP,122
L5/6 NP,Br5746,SYK,7
L5/6 NP,Br5746,SYT2,1251
L5/6 NP,Br5746,SYTL4,9
L5/6 NP,Br5746,TAGLN,85
L5/6 NP,Br5746,TEF,994
L5/6 NP,Br5746,TF,322
L5/6 NP,Br5746,THEMIS,9
L5/6 NP,Br5746,TIMP1,6
L5/6 NP,Br5746,TMEM119,2
L5/6 NP,Br5746,TMEM144,477
L5/6 NP,Br5746,TMSB10,1253
L5/6 NP,Br5746,TNFSF10,6
L5/6 NP,Br5746,TNK2,896
L5/6 NP,Br5746,TRABD2A,0
L5/6 NP,Br5746,TREM2,8
L5/6 NP,Br5746,TSC22D3,438
L5/6 NP,Br5746,TTC9B,1230
L5/6 NP,Br5746,TXNIP,51
L5/6 NP,Br5746,TYROBP,6
L5/6 NP,Br5746,UGT8,8
L5/6 NP,Br5746,UQCRFS1,1110
