gene,log2FC,pct_vulnerable,pct_not_depleted,mean_vulnerable,mean_not_depleted,p_wilcoxon,fdr_wilcoxon,donor_delta,p_donor_paired,fdr_donor,neg_log10_p,always_label
NUP98,-0.0026681107,0.5431866321487409,0.5214882121807466,0.39712942,0.39135084,0.25363111,0.3207928873062772,0.0049436865,0.6827711,0.7831501496935035,0.5957975,False
GTF2H3,0.0015018304,0.36902800658978585,0.35535363457760316,0.24024467,0.23549804,0.25421762,0.32149885468924194,-0.014950869,0.30542552,0.45933276817082064,0.59479433,False
CNOT7,0.00970443,0.38032478230171807,0.37021119842829076,0.25400305,0.24674584,0.25441632,0.32171426070811504,-0.014869911,0.15083063,0.28722890431556364,0.59445506,False
PRRC2A,0.018299015,0.3071310896681572,0.300098231827112,0.19859383,0.18956858,0.25445232,0.3217239277840086,0.0070655644,0.36922142,0.5201102389055321,0.5943936,False
CRTC1,0.00014170674,0.4690515415391857,0.4540766208251473,0.3369065,0.33055985,0.25450295,0.3217520943908113,0.021637857,0.31424132,0.468491709550368,0.5943072,False
NFAT5,0.010463567,0.8691456813367852,0.8595284872298625,0.98843986,0.97649276,0.25464728,0.32189867951860934,-0.006829369,0.7903321,0.8605384401991363,0.59406096,False
LY6E-DT,-0.013000091,0.24805836667451164,0.2569990176817289,0.15961929,0.16623674,0.25493616,0.32222794981720054,0.003267917,0.53684944,0.6666688581862342,0.59356856,False
SLC22A5,-0.0015645142,0.18616144975288304,0.1775540275049116,0.10803638,0.10552143,0.2552134,0.3225424319452568,-0.0055926116,0.29725567,0.4501492937358163,0.5930965,False
ISY1,-0.01411942,0.1755707225229466,0.18271119842829076,0.10296585,0.10965071,0.25539058,0.32273040870070735,-0.012322992,0.15241735,0.2890221227396895,0.59279513,False
SGF29,0.0020405063,0.16992233466698048,0.16171414538310414,0.10443195,0.10108642,0.25559807,0.322956604425401,0.0018049091,0.810448,0.8742603346983169,0.59244245,False
ARHGEF37,0.0030698895,0.18239585784890563,0.17448428290766207,0.10878223,0.10478313,0.25564724,0.32298276599391634,0.005459896,0.119885616,0.24807817165561177,0.5923589,False
TRUB1,0.008661992,0.2313485526006119,0.2220039292730845,0.14118409,0.13585202,0.25569198,0.32300332118248887,-0.0031410889,0.8410421,0.8952946676773482,0.5922829,False
AC127502.2,-0.0125042,0.10590727229936456,0.11210707269155207,0.060768414,0.06631672,0.25582233,0.3231309080835282,-0.009941166,0.043239526,0.13460735065615137,0.5920615,False
DENR,-0.022558039,0.44433984466933396,0.4457269155206287,0.30662206,0.3168423,0.25584996,0.3231309080835282,-0.019059513,0.24022394,0.3891758398019272,0.5920147,False
EIF2D,-0.0024024472,0.2024005648387856,0.1917976424361493,0.11941385,0.11761185,0.25655952,0.3239909977526995,-0.011022015,0.37008995,0.521018756592827,0.59081185,False
SMAD5,0.0001343122,0.28359614026829844,0.2738212180746562,0.18127996,0.17722142,0.25665897,0.3240805105343527,-0.004039413,0.7155308,0.8081423183305954,0.5906435,False
WDR66,-0.011485887,0.13838550247116968,0.14673379174852652,0.083402716,0.08786343,0.2569969,0.32447109657589035,0.0043481058,0.50781566,0.6429308755057198,0.5900721,False
NCOA5,-0.029095426,0.3847964226876912,0.38973477406679763,0.2568778,0.26873633,0.2573553,0.32488743340334963,-0.018325012,0.11132984,0.23673863785990168,0.58946687,False
SVIP,-0.013427929,0.17768886796893388,0.18614931237721022,0.10969561,0.11545561,0.25744975,0.32497051404980803,-0.012391639,0.26260826,0.41283648505707804,0.58930755,False
GTF2A2,-0.018904513,0.2238173687926571,0.23244106090373282,0.13915019,0.14677766,0.25748995,0.3249850984037745,-0.01580311,0.22360626,0.3707379940761108,0.5892397,False
NOP2,0.00452104,0.1263826782772417,0.11898330058939097,0.072239004,0.06921718,0.25802577,0.3256251184173017,-0.00020865872,0.9710752,0.9815023018476033,0.58833694,False
ATP1A3,0.008672762,0.7244057425276536,0.7108300589390962,0.67639107,0.66611177,0.25805473,0.32562545080471356,-0.041745514,0.08558985,0.20140998933701515,0.5882882,False
USE1,0.009365976,0.14850553071310896,0.1407170923379175,0.0893468,0.08460774,0.25818214,0.325726437823204,0.00418303,0.74796057,0.8318494370404412,0.5880738,False
PJA1,-0.009656307,0.1494469286891033,0.15704813359528488,0.090340205,0.095257185,0.25819218,0.325726437823204,-0.0062460117,0.40079942,0.5487169269890478,0.5880569,False
TRABD,-0.01580852,0.16003765591903976,0.16736247544204322,0.09362298,0.10022196,0.2582789,0.3257996236656288,-0.0072788075,0.6238784,0.7370289743368649,0.58791107,False
MRPL3,-0.017361648,0.38220757825370677,0.3923133595284872,0.26033413,0.26851174,0.2584354,0.3259607696363548,-0.043980934,0.16886428,0.30876796188698824,0.587648,False
RBM11,0.01069217,0.24782301718051306,0.24042239685658154,0.15555309,0.14863192,0.2588946,0.32650362940348804,-0.0063710213,0.649879,0.7579916770287117,0.58687705,False
ZNF664,-0.003530649,0.12732407625323605,0.13568271119842829,0.074778,0.07699798,0.25892687,0.3265080432883365,0.003299086,0.65274507,0.7603964093628055,0.58682287,False
NFU1,0.005015401,0.30783713815015296,0.29887033398821217,0.20001127,0.19431913,0.2591357,0.3267350510065855,-0.0015641034,0.8158196,0.8777179631188353,0.58647275,False
C19orf25,-0.02096441,0.25629559896446225,0.2619106090373281,0.15765563,0.16693276,0.25926867,0.32686639240143645,-0.020076264,0.035325248,0.12003344010007207,0.58624995,False
SMG5,-0.016375646,0.3205460108260767,0.32919941060903735,0.20450309,0.2120884,0.26043746,0.3283034323692216,-0.017551098,0.26407236,0.4146209991349481,0.5842965,False
ANKZF1,-0.0096043665,0.19322193457284068,0.20223477406679763,0.11809352,0.1228423,0.26079154,0.32871324327256946,-0.016135786,0.10295482,0.22521520892564573,0.5837065,False
HAVCR2,0.012357706,0.20922570016474465,0.20027013752455797,0.135252,0.12884685,0.2610184,0.32896263479405063,0.0070109754,0.2162844,0.362954008425902,0.5833289,False
AC097376.3,-0.0051067653,0.4556366203812662,0.4694253438113949,0.36561683,0.37232012,0.2615448,0.3295894369393607,-0.009776086,0.286463,0.4380744446574211,0.5824539,False
CCDC14,0.0048885704,0.5963756177924218,0.5773575638506876,0.47375882,0.4652862,0.26201698,0.3301477903632817,-0.013456339,0.35214698,0.5046530131320269,0.5816706,False
MTX2,0.005149933,0.7455871969875265,0.7210216110019646,0.67621636,0.66472745,0.2621442,0.3302714255903626,-0.012578857,0.13810474,0.2706395143962038,0.58145976,False
MRPL43,0.005615298,0.2160508354907037,0.20702357563850687,0.1309747,0.12651266,0.26223394,0.33034777771029983,-0.014547765,0.120914064,0.24925480100342995,0.5813111,False
NSMCE1,0.007882406,0.12214638738526712,0.11579076620825147,0.07335292,0.068636395,0.2624674,0.3306051987477099,-0.0041014454,0.45066983,0.5921659418794881,0.58092463,False
VBP1,-0.015473236,0.17839491645092964,0.18528978388998035,0.10504369,0.11186028,0.26287428,0.3310809257730099,-0.0015471324,0.9087507,0.9413037073707998,0.58025193,False
ZNF606,0.0016296468,0.16639209225700163,0.15766208251473476,0.096414715,0.093821034,0.26298112,0.33117870920293074,-0.0032575175,0.47794852,0.6183677172138743,0.58007544,False
EXOC5,-0.021477444,0.5321252059308073,0.5354862475442044,0.3938951,0.40413296,0.26313752,0.3313388813877095,-0.023041558,0.112054154,0.23775543675191696,0.57981724,False
PABPC1,-0.02657694,0.45610731936926335,0.4581286836935167,0.3177259,0.3290201,0.2633158,0.3314715578880936,-0.03468537,0.0587204,0.16078305733598086,0.5795231,False
B4GALT4,0.0140175745,0.19745822546481526,0.19032416502946956,0.12206564,0.11489664,0.2633262,0.3314715578880936,0.009606545,0.4005685,0.5485993997494869,0.5795059,False
TAF15,0.0075045167,0.8133678512591198,0.7888015717092338,0.80687857,0.79265875,0.26333055,0.3314715578880936,0.012156343,0.6596767,0.7656406865472171,0.57949877,False
ENTR1,-0.020785647,0.26429748176041423,0.2717337917485265,0.1616322,0.17061679,0.2635233,0.33167740455626593,-0.030729417,0.0018713139,0.030284002742141526,0.57918096,False
DAPK3,0.0001014662,0.17651212049894094,0.1674852652259332,0.102778934,0.10036291,0.26363057,0.33177559841808574,0.0024711043,0.7833169,0.8554873655169924,0.5790042,False
MADCAM1,-0.00036473532,0.11555660155330666,0.12352652259332024,0.06911639,0.07031207,0.26371083,0.33183978308721573,-0.0040371707,0.49349222,0.6306382540554242,0.578872,False
CMTR1,-0.013908508,0.2200517768886797,0.22802062868369352,0.1305829,0.13708372,0.26375484,0.3318538777881363,-0.01905362,0.226693,0.3741605512512731,0.57879955,False
CCDC124,-0.008612059,0.09955283596140269,0.106213163064833,0.05675621,0.06053574,0.26378053,0.3318538777881363,0.0010647759,0.9189463,0.9463937670222424,0.5787573,False
INTS7,0.0059584007,0.21722758296069664,0.20726915520628683,0.13186446,0.12789401,0.26383242,0.3318823507498891,-0.0044740615,0.6083031,0.724699729081338,0.5786718,False
PLOD3,0.0024740836,0.2024005648387856,0.19400785854616895,0.1209849,0.11729443,0.26391208,0.33194573716771536,0.003185621,0.53654027,0.6664190156626341,0.57854074,False
AC027312.1,-0.014653654,0.12144033890327136,0.12794695481335952,0.07119801,0.077152945,0.26394713,0.3319530275602827,-0.006393911,0.6243103,0.7372659035531178,0.57848305,False
FUT11,0.00956981,0.12191103789126853,0.11505402750491159,0.07026067,0.06584062,0.26399493,0.3319763379804761,0.012027596,0.22892958,0.37642804040893607,0.5784044,False
MXI1,-0.01688418,0.7364085667215815,0.7335461689587426,0.68674785,0.6955628,0.2645814,0.3326769697510253,-0.010473276,0.71855086,0.810584797400184,0.5774407,False
ZDHHC20,-0.016904887,0.6672158154859967,0.6730108055009824,0.5687035,0.5786624,0.2648992,0.33303960516700376,-0.014953256,0.35724455,0.5089265698091957,0.5769194,False
HDGF,-0.019030241,0.2099317486467404,0.21733791748526524,0.12430544,0.13217723,0.26500943,0.33314129984970636,-0.014760859,0.016872067,0.08083914421700142,0.57673866,False
ZNF496,-0.01306005,0.3245469522240527,0.3342337917485265,0.21242319,0.21927784,0.2656949,0.3339659528653047,0.009032774,0.65922666,0.7655099897475433,0.5756168,False
P2RX4,0.008063703,0.12591197928924452,0.11922888015717092,0.07397635,0.06946285,0.26598626,0.33429516336486265,0.0015646272,0.84806526,0.8999487510231525,0.5751408,False
AC078785.1,-0.023748277,0.3132501765121205,0.31986738703339884,0.23759152,0.24807763,0.26634467,0.3347085209216102,-0.023459982,0.15182723,0.2883522727272727,0.574556,False
RFWD3,-0.0077623865,0.10684867027535891,0.11345776031434185,0.0628045,0.06666786,0.2671451,0.3356772149406707,0.001139503,0.84041554,0.8948250894533083,0.5732528,False
TTC32,-0.010661981,0.1186161449752883,0.12487721021611002,0.068695195,0.073982164,0.26736623,0.3359178692442408,-0.011624648,0.06291153,0.1679312329773509,0.57289344,False
RNF25,-0.013843913,0.1089668157213462,0.11554518664047152,0.061504763,0.06686175,0.2679307,0.33658824436268403,-0.012409115,0.015191647,0.07649810696198471,0.57197756,False
ERAL1,-0.017498992,0.1266180277712403,0.13298133595284872,0.07050883,0.07749213,0.26797652,0.33658824436268403,-0.004682617,0.74196786,0.8271308754974941,0.5719032,False
GNPDA2,0.003794618,0.27983054836432103,0.2705058939096267,0.1748818,0.1700579,0.2680104,0.33658824436268403,0.0029863059,0.77940995,0.8531094149519973,0.57184833,False
SNAPC3,-0.023615232,0.44928218404330433,0.449901768172888,0.3097735,0.32020125,0.26801848,0.33658824436268403,-0.019957012,0.17509745,0.316189974517968,0.5718353,False
SEC61A1,-0.018109972,0.24052718286655683,0.24766699410609036,0.14527278,0.15307586,0.2681341,0.33669616280336784,-0.004896815,0.7898436,0.8604615699726303,0.57164794,False
DICER1-AS1,-0.0015609848,0.20004706989879972,0.19044695481335952,0.11997498,0.11780052,0.26824734,0.33680108497336747,-0.007305524,0.32325506,0.47654390787443146,0.5714646,False
TMCC1,-0.021608546,0.8891503883266652,0.8780697445972495,1.0707687,1.078479,0.26840982,0.33696780261765436,-0.025158966,0.4778434,0.6183022426963328,0.5712016,False
ZNF324,-0.0133517245,0.16380324782301717,0.17092337917485265,0.09576558,0.101848856,0.26863363,0.33721145101388733,-0.0071843117,0.22065336,0.3678366652247944,0.5708396,False
AL157834.1,0.0012662683,0.14097434690515415,0.14980353634577603,0.08601852,0.08694749,0.26873675,0.33730358538255145,0.002503387,0.7470186,0.8310462597761596,0.5706729,False
PSD,0.0012391186,0.4714050364791716,0.4530943025540275,0.32455105,0.31910503,0.2691178,0.33774447554520687,-0.012535572,0.4202419,0.5650378240006815,0.5700576,False
AL139393.1,-0.014113689,0.24594022122852435,0.2550343811394892,0.16065104,0.16706195,0.2691824,0.337788188562984,-0.0072873086,0.21061186,0.3568604791938947,0.5699533,False
ZNF333,-0.01272818,0.25817839491645095,0.2668222003929273,0.16017172,0.16666803,0.2692306,0.33781128807308375,-0.0052957563,0.57294077,0.6958945688905246,0.5698756,False
EPM2A,-0.018606836,0.3986820428336079,0.4099950884086444,0.3109893,0.32007527,0.26926962,0.33782288016167605,-0.0077177347,0.19672124,0.3410676620648976,0.56981266,False
UIMC1,-0.013417513,0.5547187573546717,0.5589390962671905,0.4228966,0.43088636,0.26974893,0.33835720246157674,0.0017938435,0.92538077,0.9501737446822954,0.5690403,False
ABCB8,-0.02051113,0.3447870087079313,0.35388015717092336,0.22362235,0.23245871,0.26975515,0.33835720246157674,-0.041215885,0.057955686,0.15930946300184,0.5690302,False
GSAP,-0.025890047,0.42621793363144267,0.43037819253438114,0.31381685,0.32495773,0.26992667,0.3385348917305832,-0.004612869,0.78681093,0.858245849609375,0.5687542,False
EMC9,-0.0090732975,0.09625794304542246,0.10228388998035363,0.056259226,0.060573433,0.27030218,0.33896836848641665,-0.014232965,0.06562703,0.1722898386232727,0.56815046,False
PROSER1,0.004445431,0.1609790538950341,0.15385559921414538,0.09324158,0.0893628,0.27050298,0.3391827055930143,-0.0048204823,0.55355924,0.6803441139626218,0.56782794,False
SNRPD1,-0.010710841,0.25064721110849614,0.25945481335952847,0.15545914,0.16109985,0.27063558,0.33931143277519893,-0.013367471,0.05179846,0.1483457778091084,0.5676151,False
LONRF1,0.002339474,0.37820663685573075,0.36321218074656186,0.25481322,0.24996479,0.27073893,0.3394035198554398,-0.0031743557,0.5624216,0.6863657020660768,0.5674493,False
SH3GL1,0.0072064465,0.26170863732642974,0.2518418467583497,0.16598897,0.16073856,0.2709087,0.33957883718922655,-8.89793e-05,0.9944101,0.9969351173911123,0.567177,False
TSPOAP1,-0.024306815,0.4085667215815486,0.4138015717092338,0.2767653,0.28725165,0.27130756,0.3400411988316208,-0.00519166,0.5857342,0.7067938355128444,0.5665381,False
WASHC2C,-0.020719782,0.27112261708637325,0.27836444007858546,0.1664516,0.1751499,0.27145404,0.3401871974943383,-0.012250612,0.07298549,0.18324606156512663,0.5663037,False
RAD51D,0.011125374,0.3019534008001883,0.29285363457760316,0.19455007,0.18782935,0.27171624,0.34047817043556006,0.010987574,0.35178432,0.5044646383657735,0.5658844,False
ARMC6,-0.00049393275,0.12355848434925865,0.11628192534381139,0.07045099,0.06872543,0.27183053,0.340583775989894,0.00023240522,0.96145725,0.9742538172733363,0.5657018,False
CAND2,-0.024684483,0.40009413979759945,0.40520628683693516,0.26813287,0.2787694,0.27227578,0.34110395240889013,-0.01298483,0.13293515,0.2645642732319079,0.564991,False
POMGNT1,-0.018633926,0.29983525535420097,0.3088163064833006,0.1895992,0.19760576,0.27246794,0.3413070031695147,-0.023720246,0.042638343,0.13353948885322506,0.56468457,False
CUTC,4.4714798e-05,0.1694516356789833,0.16085461689587427,0.09822191,0.0961225,0.27273667,0.34160591859197303,-0.004420057,0.10659426,0.23023709066932835,0.5642565,False
CARMIL3,0.0020286562,0.16262650035302423,0.15520628683693516,0.09438282,0.09111893,0.27283463,0.3416908956516339,-0.0013997018,0.72178286,0.8131795396917519,0.5641005,False
ZNF213,-0.012919918,0.11955754295128265,0.12598231827111983,0.06744696,0.07299083,0.27308744,0.34196975965717796,-0.011869314,0.023949327,0.09678701544130744,0.5636983,False
TMSB15B-AS1,0.01466158,0.24758766768651447,0.23784381139489194,0.16214377,0.15556467,0.27361906,0.3425976346923289,0.004584813,0.7463209,0.830595962762435,0.56285363,False
UBE3B,-0.018531838,0.33772652388797364,0.3451620825147348,0.2201654,0.22855128,0.2738184,0.34280940789337544,-0.002846071,0.65773124,0.7643211660168254,0.5625374,False
SECISBP2,-0.023494085,0.5761355613085432,0.5784626719056974,0.4501943,0.46074536,0.27391404,0.3428912780532719,-0.04262389,0.007353263,0.05491468920528771,0.5623857,False
ZNF121,-0.013598232,0.18027771240291834,0.18799115913555992,0.106066056,0.11209473,0.2741938,0.343203613119621,-0.008233601,0.5546106,0.6812931442880347,0.5619424,False
USO1,-0.023335982,0.5175335373028948,0.519155206286837,0.38387746,0.3939458,0.27445653,0.3434724977080346,-0.04062289,0.043426704,0.13502029498396392,0.5615264,False
PMPCB,0.0051228562,0.3619675217698282,0.34921414538310414,0.23759893,0.23239164,0.27449816,0.3434724977080346,-0.0011911482,0.9003164,0.9354450863825792,0.56146055,False
CHST12,-0.00040344172,0.29418686749823486,0.2836444007858546,0.18421595,0.18063681,0.27452826,0.3434724977080346,-0.0044756173,0.71316504,0.8065946204355683,0.56141293,False
SMU1,-0.024052525,0.31277947752412333,0.32035854616895876,0.1946125,0.204606,0.27452973,0.3434724977080346,-0.025887921,0.011463634,0.0671712071442407,0.5614106,False
NUP85,-0.01672619,0.22099317486467404,0.22863457760314343,0.13339505,0.1403412,0.27467343,0.34361441418311645,-0.008424657,0.2503457,0.39986687238226803,0.56118333,False
ERCC3,-0.022102775,0.30407154624617555,0.31213163064833005,0.19065753,0.1998101,0.27477467,0.3436936080915794,-0.022952396,0.022470694,0.09351149046149922,0.5610233,False
AMMECR1L,-0.0046271244,0.1303836196752177,0.13789292730844793,0.07643958,0.079192884,0.27479735,0.3436936080915794,-0.0020045922,0.81575024,0.8777179631188353,0.5609875,False
TRIM46,-0.015500703,0.19628147799482232,0.2037082514734774,0.11434782,0.12104893,0.27501953,0.34393358319955075,-0.0126995025,0.090649895,0.20861576276046948,0.56063646,False
LGI3,0.0046684747,0.19981172040480114,0.19044695481335952,0.12030361,0.11645803,0.27565023,0.3446843384434937,0.0007679388,0.938783,0.9594193412162162,0.55964166,False
ZNF449,-0.0069779316,0.19204518710284774,0.20149803536345776,0.1135928,0.11748368,0.27592644,0.344991691738193,-0.013114843,0.2602609,0.40994163540726536,0.55920666,False
SENP8,-0.011610363,0.12591197928924452,0.13212180746561886,0.073280334,0.07877557,0.2766282,0.3458044130940083,-0.008337518,0.11433537,0.24094752142160505,0.55810356,False
GMEB2,-0.010199542,0.09672864203341963,0.10302062868369352,0.054634005,0.05884616,0.27663743,0.3458044130940083,-0.0070218006,0.256778,0.40614746910729227,0.5580891,False
TP53TG5,0.0034933782,0.1595669569310426,0.15164538310412573,0.09215192,0.08901933,0.27670792,0.3458544082607977,-0.006021907,0.49535638,0.6319195048071516,0.5579784,False
LSM14A,0.0011849896,0.6519180983760885,0.6299115913555993,0.53516537,0.52678454,0.27678353,0.34591079380749423,-0.0017701924,0.88115126,0.9237355401612456,0.5578598,False
PANK3,-0.023964304,0.4299835255354201,0.43393909626719057,0.29014364,0.3003799,0.2771543,0.3463360134476895,-0.0072597563,0.030515134,0.11069167544469809,0.5572784,False
PIGQ,-0.024121776,0.2522946575664862,0.25896365422396855,0.15482868,0.16432592,0.27792582,0.34726187105889966,-0.00016028582,0.99110746,0.9948785989624812,0.5560711,False
RBMXL1,-0.008439231,0.10237702988938574,0.10866895874263262,0.05842164,0.062312838,0.27808037,0.34741670717751927,-0.00300837,0.55824393,0.6835099015953858,0.55582964,False
PPIL1,-0.015522781,0.14309249235114144,0.14955795677799608,0.081442006,0.0879438,0.2786837,0.3481321104848034,-0.019982925,0.0866055,0.20252582123048082,0.5548884,False
BCOR,-0.017179849,0.12120498940927277,0.12659626719056974,0.0717269,0.07908794,0.27873543,0.3481584022654702,0.00022431016,0.97557193,0.9845125232130149,0.55480784,False
SCAF1,-0.014813501,0.17415862555895506,0.18086935166994106,0.10242462,0.10914225,0.2788982,0.348323383140207,-0.0043341992,0.6153011,0.7309640366465074,0.5545543,False
ELOF1,-0.0098601915,0.14120969639915273,0.14771611001964635,0.08352388,0.088593334,0.27894568,0.3483443266491909,-0.0102353785,0.19009958,0.33434540192236906,0.5544804,False
AL512662.2,0.0028483148,0.14897622970110613,0.14145383104125736,0.08742073,0.084358945,0.27898785,0.3483586279323748,-0.016195059,0.31036896,0.46387686949316537,0.5544147,False
C4orf33,0.01150044,0.1303836196752177,0.12401768172888016,0.07845629,0.07316184,0.27908105,0.3484324113861148,0.0015081264,0.6720337,0.7756737585834181,0.5542697,False
ZNF335,0.017012263,0.27159331607437043,0.2642436149312377,0.17340387,0.16489871,0.27910838,0.3484324113861148,0.01129896,0.39409897,0.5426873866722809,0.5542271,False
NONO,0.00080637325,0.23840903742056954,0.22838899803536344,0.14312428,0.13995948,0.2791682,0.3484687536535129,0.0013983876,0.86442864,0.9114302560646901,0.5541341,False
NCK2,-0.040172156,0.38832666509767005,0.38777013752455797,0.2684344,0.28338817,0.27931732,0.3486165346675927,-0.012034332,0.5608624,0.6857537551027969,0.55390215,False
AGPAT1,-0.013452058,0.23087785361261473,0.23845776031434185,0.1404846,0.1469817,0.27973622,0.3491009501340759,-0.03278526,0.111220874,0.23667033862226833,0.5532513,False
MMD2,0.014195718,0.12544128030124735,0.11922888015717092,0.086397156,0.080106005,0.27980053,0.3491428196069602,0.021393621,0.042908855,0.13388476146198605,0.5531515,False
ZNF737,0.009329581,0.3071310896681572,0.2975196463654224,0.1955752,0.18938981,0.27997306,0.34931966611272275,-0.0073803095,0.7248566,0.815589509769887,0.55288374,False
AP001825.1,0.01841788,0.5194163332548835,0.5079813359528488,0.43733543,0.42574188,0.28005427,0.34938255216925107,-0.046830095,0.08545302,0.20140848292547528,0.5527578,False
SART3,-0.019486891,0.3068957401741586,0.31286836935166995,0.189891,0.19851856,0.2801882,0.3495112247773257,-0.028419018,0.20361128,0.3485913609148619,0.55255014,False
SNX1,0.00854232,0.46599199811720404,0.4505157170923379,0.32774204,0.32062963,0.28023863,0.34953247714483016,0.0016286075,0.81112355,0.8746564393714353,0.552472,False
NRSN2-AS1,-0.010094065,0.1226170863732643,0.1294204322200393,0.073268734,0.07773196,0.28026688,0.34953247714483016,-0.0023827492,0.76355755,0.8421935768108897,0.55242825,False
TRAPPC2,-0.020138303,0.2640621322664156,0.27111984282907664,0.15951736,0.16792418,0.28068,0.3500092267282483,-0.027821755,0.004803508,0.045637347989745274,0.5517885,False
ZNF45,-0.0071552526,0.09602259355142387,0.10240667976424361,0.055053618,0.058262542,0.2809775,0.35034168953684874,-0.009561678,0.055345625,0.15395553300824344,0.5513285,False
PIP4K2B,0.0052632038,0.43869145681336785,0.424852652259332,0.2996065,0.2936458,0.28110757,0.35046535634066933,0.008988273,0.26631808,0.41699272666494136,0.55112743,False
FBXL20,0.008166998,0.8632619439868204,0.8506876227897839,0.9750226,0.96326905,0.28121784,0.35056431361607143,0.027086806,0.16471274,0.30373895493843467,0.55095714,False
AL354824.1,0.008693618,0.167333490232996,0.1598722986247544,0.10209414,0.09741473,0.2817225,0.35112480644707206,-0.004087431,0.671989,0.7756737585834181,0.55017847,False
ZNF444,-0.01619745,0.20381266180277713,0.21132121807465618,0.12110801,0.12808363,0.28172937,0.35112480644707206,-0.018987648,0.16761449,0.30717590036222736,0.55016786,False
RTEL1,0.007269762,0.19180983760884915,0.18344793713163066,0.11337307,0.109069474,0.2824573,0.3519933600615868,0.009178971,0.41646236,0.5620879382621952,0.54904723,False
C11orf49,-0.026882136,0.7526476818074841,0.743983300589391,0.714037,0.72381973,0.28282472,0.35241254058998794,-0.0017344237,0.9126704,0.9434848491320393,0.5484826,False
Z95331.1,-0.011198576,0.16215580136502705,0.16895874263261296,0.093464926,0.09878942,0.28293678,0.35251342840472266,-0.011570642,0.204597,0.34982665463686885,0.5483106,False
RTL8C,-0.00507708,0.2334666980465992,0.24459724950884087,0.15243986,0.15554422,0.28369534,0.3534197221869509,-0.0070719346,0.44861385,0.5905855499122374,0.5471478,False
ALKBH1,0.004972897,0.24758766768651447,0.23710707269155207,0.1544718,0.15057296,0.28413004,0.35392238306556767,0.009284464,0.31708252,0.47087107355143015,0.54648286,False
DEGS1,-0.0013525034,0.2795951988703224,0.26854125736738704,0.1744486,0.17151757,0.28475422,0.3546609522535134,-0.015552337,0.121827684,0.2502287354090282,0.54552984,False
LARS2,0.007932693,0.37208755001176747,0.3586689587426326,0.25159672,0.24559797,0.28540897,0.35543741830710013,0.005466604,0.40584403,0.5530203641141141,0.54453236,False
B3GAT3,0.00026173386,0.3640856672158155,0.3486001964636542,0.23782547,0.2342959,0.28553256,0.35555228307663284,-0.010834304,0.5252973,0.657360415661197,0.54434437,False
RNASEH1,0.00045293118,0.17863026594492823,0.17030943025540274,0.101733066,0.09940357,0.28569478,0.3557152486949155,-0.002650538,0.4906813,0.6287067692454268,0.5440977,False
PDIK1L,-0.015987365,0.1967521769828195,0.20444499017681728,0.11927481,0.12595011,0.28596067,0.356007241909707,-0.014867556,0.07821084,0.19092398426572252,0.54369366,False
CACNG7,0.002698634,0.57166392092257,0.5531679764243614,0.44264826,0.43502226,0.28602275,0.3560358666526086,-0.01866858,0.29552412,0.44832798605074886,0.5435994,False
SNAP29,-0.012872284,0.14473993880913155,0.15201375245579568,0.086895086,0.09214765,0.28604645,0.3560358666526086,-0.0074125873,0.19644438,0.3409002735032316,0.5435634,False
SNRPD2,-0.014952341,0.1812191103789127,0.18725442043222004,0.10932486,0.116537474,0.28661543,0.3567049345601344,-0.010733833,0.32746506,0.48081331502394514,0.5427004,False
AC064807.1,0.009130498,0.15085902565309484,0.1444007858546169,0.094492435,0.0893867,0.28669766,0.35676811054224716,0.013812798,0.2943063,0.4470555489881829,0.54257584,False
UNG,0.0029772134,0.11367380560131796,0.10694990176817289,0.06417142,0.061642375,0.2867888,0.3568423857902819,0.0032767497,0.6066773,0.7233705550701598,0.54243785,False
HEATR5A,0.017392427,0.37514709343374913,0.368737721021611,0.26280183,0.2534162,0.2868554,0.35688612047426793,0.020056015,0.40327308,0.5507958220517449,0.542337,False
KCTD6,-0.01582617,0.19887032242880678,0.20653241650294696,0.11769948,0.1241998,0.28694674,0.35696060744564917,-0.024398772,0.050484747,0.14617125436686448,0.5421987,False
AC006355.2,0.00083129655,0.12544128030124735,0.11787819253438114,0.07078509,0.06918257,0.28711116,0.35712598834121434,-0.010755389,0.16458458,0.30373895493843467,0.5419499,False
HDAC3,-0.025798911,0.45610731936926335,0.46046168958742634,0.31232265,0.32315096,0.28734985,0.35737771450545386,-0.033117242,0.01621393,0.07924372158001251,0.541589,False
ZNF607,0.0062168296,0.12167568839726994,0.11517681728880157,0.06773994,0.0642256,0.28737655,0.35737771450545386,0.00078487175,0.8206734,0.8808514287065947,0.54154867,False
BAX,-0.006398249,0.10920216521534479,0.11591355599214145,0.06425422,0.067517206,0.28801715,0.35813510923627095,-0.008562894,0.08751423,0.2038105960940708,0.54058164,False
TSC22D1-AS1,0.005459051,0.11132031066133208,0.10535363457760315,0.06453119,0.060886,0.2882064,0.35833114095551566,0.0015248812,0.6821908,0.782920331863303,0.5402964,False
CC2D1A,-0.03434789,0.4862320546010826,0.4848968565815324,0.3495904,0.36272925,0.28840986,0.35853824452457267,-0.03631087,0.23568888,0.3843666677710789,0.5399899,False
RAB21,-0.027354775,0.45422452341727465,0.4519891944990177,0.31595978,0.32729426,0.28843617,0.35853824452457267,-0.018636769,0.1446076,0.27939620122671005,0.53995025,False
